id	title	link	price	description	condition	gtin	brand	mpn	image_link	product_type	availability	quantity	shipping	TVA	feature	online_only	manufacturer	expiration_date	shipping_weight	genre	featured_product	color	size	year	author	edition
120-171	 savonette biologique aux trois argiles-trio de 150g [oléanat] poids 	http://www.lilibio.com/savon/120-savonette-biologique-aux-trois-argiles-trio-de-150g.html	7.9	Savonette extra douce, idéale pour la toilette du visage et du corps.	new				http://www.lilibio.com/img/p/120-222-large.jpg	Bain et douche>Savon	in stock	6	:::5.9			y	Oléanat		0		y					
121-172	 savonette biologique à la lavande-trio 150g [oléanat] poids - 450g	http://www.lilibio.com/savon/121-savonette-biologique-a-la-lavande-trio-150g.html	7.9	Savonette extra douce, idéale pour la toilette du visage te du corps.	new				http://www.lilibio.com/img/p/121-214-large.jpg	Bain et douche>Savon	in stock	5	:::5.9			y	Oléanat		0		y					
122-173	 savonette biologique au miel-trio de150g [oléanat] poids - 450g	http://www.lilibio.com/savon/122-savonette-biologique-au-miel-trio-de150g.html	7.9	Savonette extra douce surgrasse, idéale pour la toilette du visage et du corps.	new				http://www.lilibio.com/img/p/122-224-large.jpg	Bain et douche>Savon	in stock	8	:::5.9			y	Oléanat		0		y					
123-174	 savonette biologique à l'olive-trio 150g [oléanat] poids - 450g	http://www.lilibio.com/savon/123-savonette-biologique-a-l-olive-trio-150g.html	7.9	Savonette extra douce, idéale pour la toilette du visage et du corps.	new				http://www.lilibio.com/img/p/123-209-large.jpg	Bain et douche>Savon	in stock	4	:::5.9			y	Oléanat		0		y					
125-176	 savonette biologique aux agrumes-100g [oléanat] poids - 100g	http://www.lilibio.com/savon/125-savonette-biologique-aux-agrumes-100g.html	2.8	Savonette extra douce, idéale pour la toilette du visage et du corps.	new				http://www.lilibio.com/img/p/125--large.jpg	Bain et douche>Savon	in stock	4	:::5.9			y	Oléanat		0		n					
127-178	 savon d'alep-200g [oléanat] poids - 200g	http://www.lilibio.com/savon/127-savon-d-alep-200g.html	3.7	Savon d'Alep dosé à 12% de baies de laurier.	new				http://www.lilibio.com/img/p/127-211-large.jpg	Bain et douche>Savon	in stock	16	:::5.9			y	Oléanat		0		n					
135-186	 savonette biologique fleur de tilleul-100g [oléanat] poids - 100g	http://www.lilibio.com/savon/135-savonette-biologique-fleur-de-tilleul-100g.html	2.8	Savonette extra douce, idéale pour la toilette du visage et du corps.	new				http://www.lilibio.com/img/p/135-225-large.jpg	Bain et douche>Savon	in stock	10	:::5.9			y	Oléanat		0		n					
137-188	 savon de marseille cubique -300g [oléanat] poids - 300g	http://www.lilibio.com/savon/137-savon-de-marseille-cubique-300g.html	2.5	Le vrai cube...	new				http://www.lilibio.com/img/p/137-227-large.jpg	Bain et douche>Savon	in stock	9	:::5.9			y	Oléanat		0		n					
137-189	 savon de marseille cubique -300g [oléanat] poids - 600g	http://www.lilibio.com/savon/137-savon-de-marseille-cubique-300g.html	3.9	Le vrai cube...	new				http://www.lilibio.com/img/p/137-227-large.jpg	Bain et douche>Savon	in stock	8	:::5.9			y	Oléanat		0		n					
138-190	 savon de marseille vert cubique-300g [oléanat] poids - 300g	http://www.lilibio.com/savon/138-savon-de-marseille-vert-cubique-300g.html	2.5	Le vrai cube, enrichi en huile d'Olive pour plus de douceur.	new				http://www.lilibio.com/img/p/138-228-large.jpg	Bain et douche>Savon	in stock	2	:::5.9			y	Oléanat		0		n					
142-195	 savon doux au lait d'anesse [oléanat] poids - 100g	http://www.lilibio.com/savon/142-savon-doux-au-lait-d-anesse.html	4.9	Un nettoyage tout en douceur pour les peaux les plus délicates.	new				http://www.lilibio.com/img/p/142-233-large.jpg	Bain et douche>Savon	in stock	10	:::5.9			y	Oléanat		0		n					
193-247	 savon végétal à l'argan bio [natessance] poids - 100g	http://www.lilibio.com/savon/193-savon-vegetal-a-l-argan-bio.html	3.9	Voyage en Orient avec ses notes de cannelle orange.	new				http://www.lilibio.com/img/p/193-293-large.jpg	Bain et douche>Savon	in stock	7	:::5.9			y	Natessance		0		n					
225-281	 savon végétal [florame] poids - 100g	http://www.lilibio.com/savon/225-savon-vegetal.html	3.5	Quand le petillant des agrumes s'allie à la virilité du cèdre....	new				http://www.lilibio.com/img/p/225-326-large.jpg	Bain et douche>Savon	in stock	5	:::5.9			y	Florame		0		n					
303-364	 savon aux huiles essentielles biologiques [florame] senteur - cannell	http://www.lilibio.com/savon/303-savon-aux-huiles-essentielles-biologiques.html	3.5	La douceur des huiles végétales alliée à l'action des huiles essentielles.Laissez-vous séduire par 10 senteurs envoûtantes.	new				http://www.lilibio.com/img/p/303-411-large.jpg	Bain et douche>Savon	in stock	9	:::5.9			y	Florame		0		n					
303-365	 savon aux huiles essentielles biologiques [florame] senteur - citron 	http://www.lilibio.com/savon/303-savon-aux-huiles-essentielles-biologiques.html	3.5	La douceur des huiles végétales alliée à l'action des huiles essentielles.Laissez-vous séduire par 10 senteurs envoûtantes.	new				http://www.lilibio.com/img/p/303-412-large.jpg	Bain et douche>Savon	in stock	8	:::5.9			y	Florame		0		n					
303-366	 savon aux huiles essentielles biologiques [florame] senteur - fleur d	http://www.lilibio.com/savon/303-savon-aux-huiles-essentielles-biologiques.html	3.5	La douceur des huiles végétales alliée à l'action des huiles essentielles.Laissez-vous séduire par 10 senteurs envoûtantes.	new				http://www.lilibio.com/img/p/303-415-large.jpg	Bain et douche>Savon	in stock	4	:::5.9			y	Florame		0		n					
303-367	 savon aux huiles essentielles biologiques [florame] senteur - lait d'	http://www.lilibio.com/savon/303-savon-aux-huiles-essentielles-biologiques.html	3.5	La douceur des huiles végétales alliée à l'action des huiles essentielles.Laissez-vous séduire par 10 senteurs envoûtantes.	new				http://www.lilibio.com/img/p/303-413-large.jpg	Bain et douche>Savon	in stock	6	:::5.9			y	Florame		0		n					
303-368	 savon aux huiles essentielles biologiques [florame] senteur - lavande	http://www.lilibio.com/savon/303-savon-aux-huiles-essentielles-biologiques.html	3.5	La douceur des huiles végétales alliée à l'action des huiles essentielles.Laissez-vous séduire par 10 senteurs envoûtantes.	new				http://www.lilibio.com/img/p/303-414-large.jpg	Bain et douche>Savon	in stock	4	:::5.9			y	Florame		0		n					
303-369	 savon aux huiles essentielles biologiques [florame] senteur - miel, p	http://www.lilibio.com/savon/303-savon-aux-huiles-essentielles-biologiques.html	3.5	La douceur des huiles végétales alliée à l'action des huiles essentielles.Laissez-vous séduire par 10 senteurs envoûtantes.	new				http://www.lilibio.com/img/p/303-416-large.jpg	Bain et douche>Savon	in stock	11	:::5.9			y	Florame		0		n					
303-370	 savon aux huiles essentielles biologiques [florame] senteur - patchou	http://www.lilibio.com/savon/303-savon-aux-huiles-essentielles-biologiques.html	3.5	La douceur des huiles végétales alliée à l'action des huiles essentielles.Laissez-vous séduire par 10 senteurs envoûtantes.	new				http://www.lilibio.com/img/p/303-417-large.jpg	Bain et douche>Savon	in stock	5	:::5.9			y	Florame		0		n					
303-371	 savon aux huiles essentielles biologiques [florame] senteur - vanille	http://www.lilibio.com/savon/303-savon-aux-huiles-essentielles-biologiques.html	3.5	La douceur des huiles végétales alliée à l'action des huiles essentielles.Laissez-vous séduire par 10 senteurs envoûtantes.	new				http://www.lilibio.com/img/p/303-422-large.jpg	Bain et douche>Savon	in stock	8	:::5.9			y	Florame		0		n					
303-372	 savon aux huiles essentielles biologiques [florame] senteur - vervein	http://www.lilibio.com/savon/303-savon-aux-huiles-essentielles-biologiques.html	3.5	La douceur des huiles végétales alliée à l'action des huiles essentielles.Laissez-vous séduire par 10 senteurs envoûtantes.	new				http://www.lilibio.com/img/p/303-420-large.jpg	Bain et douche>Savon	in stock	8	:::5.9			y	Florame		0		n					
303-373	 savon aux huiles essentielles biologiques [florame] senteur - olive, 	http://www.lilibio.com/savon/303-savon-aux-huiles-essentielles-biologiques.html	3.5	La douceur des huiles végétales alliée à l'action des huiles essentielles.Laissez-vous séduire par 10 senteurs envoûtantes.	new				http://www.lilibio.com/img/p/303-421-large.jpg	Bain et douche>Savon	in stock	4	:::5.9			y	Florame		0		n					
407-452	 savon au lait d'anesse surgras à l'orange douce [les ânes d'autan] 	http://www.lilibio.com/savon/407-savon-au-lait-d-anesse-surgras-a-l-orange-douce.html	5.2	Idéale pour les peaux sensibles et sèches.	new				http://www.lilibio.com/img/p/407-527-large.jpg	Bain et douche>Savon	in stock	6	:::5.9			y	Les ânes d'autan		0		n					
408-453	 savon au lait d'anesse surgras au lavandin [les ânes d'autan] poids 	http://www.lilibio.com/savon/408-savon-au-lait-d-anesse-surgras-au-lavandin.html	5.2	Idéal pour les peaux sensibles et à tendances acnéiques.	new				http://www.lilibio.com/img/p/408-528-large.jpg	Bain et douche>Savon	in stock	5	:::5.9			y	Les ânes d'autan		0		n					
409-454	 savon au lait d'anesse surgras au cèdre [les ânes d'autan] poids - 	http://www.lilibio.com/savon/409-savon-au-lait-d-anesse-surgras-au-cedre.html	5.2	Cicatrisant et parfait pour le rasage.	new				http://www.lilibio.com/img/p/409-529-large.jpg	Bain et douche>Savon	in stock	3	:::5.9			y	Les ânes d'autan		0		n					
187-240	 huile de massage et de bain-désir d'orient [natessance] volume - 100	http://www.lilibio.com/essence-et-huile/187-huile-de-massage-et-de-bain-desir-d-orient.html	14.9	Note de myrte orientale pour un voyage des sens....	new				http://www.lilibio.com/img/p/187-287-large.jpg	Bain et douche>Essence et huile	in stock	3	:::5.9			y	Natessance		0		n					
188-241	 huile de massage et de bain délassante-désir d'orient [natessance] 	http://www.lilibio.com/essence-et-huile/188-huile-de-massage-et-de-bain-delassante-desir-d-orient.html	14.9	Note de fleur d'oranger... Décollez pour un voyage des sens....	new				http://www.lilibio.com/img/p/188-288-large.jpg	Bain et douche>Essence et huile	in stock	2	:::5.9			y	Natessance		0		n					
189-242	 huile de massage et de bain sensuelle-désir d'orient [natessance] vo	http://www.lilibio.com/essence-et-huile/189-huile-de-massage-et-de-bain-sensuelle-desir-d-orient.html	14.9	Note douce de jasmin pour éveiller vos sens...	new				http://www.lilibio.com/img/p/189-289-large.jpg	Bain et douche>Essence et huile	in stock	4	:::5.9			y	Natessance		0		n					
244-299	 huile de douche velours [florame] volume - 150 ml	http://www.lilibio.com/essence-et-huile/244-huile-de-douche-velours.html	12.9	Idéale pour les peaux fragiles et sensibles.	new				http://www.lilibio.com/img/p/244-347-large.jpg	Bain et douche>Essence et huile	in stock	7	:::5.9			y	Florame		0		n					
504-548	 bain relaxant à la lavande [weleda] volume - 200 ml	http://www.lilibio.com/essence-et-huile/504-bain-relaxant-a-la-lavande.html	9.9	Un moment de calme et de sérénité.	new				http://www.lilibio.com/img/p/504-631-large.jpg	Bain et douche>Essence et huile	in stock	2	:::5.9			y	Weleda		0		n					
505-549	 bain revitalisant au sapin [weleda] volume - 200 ml	http://www.lilibio.com/essence-et-huile/505-bain-revitalisant-au-sapin.html	9.9	Forme et équilibre.	new				http://www.lilibio.com/img/p/505-632-large.jpg	Bain et douche>Essence et huile	in stock	5	:::5.9			y	Weleda		0		n					
506-550	 bain défatiguant au marron d'inde [weleda] volume - 200 ml	http://www.lilibio.com/essence-et-huile/506-bain-defatiguant-au-marron-d-inde.html	10.7	Confort et légèreté pour les jambes lourdes.	new				http://www.lilibio.com/img/p/506-633-large.jpg	Bain et douche>Essence et huile	in stock	1	:::5.9			y	Weleda		0		n					
81-130	 shampooing cheveux secs-moëlle de bambou [cattier] volume - 250 ml	http://www.lilibio.com/cheveu-sec/81-shampooing-cheveux-secs-moelle-de-bambou.html	6.5	Un shampooing intensément nourrissant pour fortifier et parfumer délicatement les cheveux.	new				http://www.lilibio.com/img/p/81-160-large.jpg	Capillaire>Cheveux secs et abîmés	in stock	6	:::5.9			y	Cattier		0		n					
308-378	 shampooing cheveux secs [florame] volume - 500 ml	http://www.lilibio.com/cheveu-sec/308-shampooing-cheveux-secs.html	13.9	Oubliez vos cheveux secs et cassants !	new				http://www.lilibio.com/img/p/308-427-large.jpg	Capillaire>Cheveux secs et abîmés	in stock	1	:::5.9			y	Florame		0		n					
412-457	 shampooing doux au lait d'anesse [les ânes d'autan] volume - 250 ml	http://www.lilibio.com/cheveu-sec/412-shampooing-doux-au-lait-d-anesse.html	15.9	Le soin capillaire de toute la famille.	new				http://www.lilibio.com/img/p/412-532-large.jpg	Capillaire>Cheveux secs et abîmés	in stock	3	:::5.9			y	Les ânes d'autan		0		n					
721-738	 shampooing cheveux secs [melvita] volume - 500 ml	http://www.lilibio.com/cheveu-sec/721-shampooing-cheveux-secs.html	15.9	 Pollen, carthame, lavandin, jojoba.	new				http://www.lilibio.com/img/p/721-869-large.jpg	Capillaire>Cheveux secs et abîmés	in stock	6	:::5.9			y	Melvita		0		n					
898	 fleur de shampooing-cheveux secs [douce nature]	http://www.lilibio.com/cheveu-sec/898-fleur-de-shampooing-cheveux-secs.html	6.9	Fleur de shampooing spécial cheveux secs à l'huile d'argan bio et à l'argile rouge.	new				http://www.lilibio.com/img/p/898-1157-large.jpg	Capillaire>Cheveux secs et abîmés	in stock	1	:::5.9			y	Douce nature		0		n					
309-379	 shampooing douceur caline [florame] volume - 500 ml	http://www.lilibio.com/cheveu-fin/309-shampooing-douceur-caline.html	13.9	Lavez vos cheveux et ceux de vos enfants aussi souvent que vous le désirez.	new				http://www.lilibio.com/img/p/309-428-large.jpg	Capillaire>Cheveux fins et sans volume	in stock	1	:::5.9			y	Florame		0		n					
528-572	 shampooing au romarin [weleda] volume - 100 ml	http://www.lilibio.com/cheveu-fin/528-shampooing-au-romarin.html	5.9	Pour les cheveux fins et fragiles.	new				http://www.lilibio.com/img/p/528-655-large.jpg	Capillaire>Cheveux fins et sans volume	in stock	1	:::5.9			y	Weleda		0		n					
723-740	 shampooing cheveux fatigués [melvita] volume - 200 ml	http://www.lilibio.com/cheveu-fin/723-shampooing-cheveux-fatigues.html	8.5	 Oligo-éléments, sauge - redonnez de l'éclat aux cheveux ternes.	new				http://www.lilibio.com/img/p/723-871-large.jpg	Capillaire>Cheveux fins et sans volume	in stock	2	:::5.9			y	Melvita		0		n					
805-936	 shampooig volume ginkgo caféine [néobio] volume - 50 ml	http://www.lilibio.com/cheveu-fin/805-shampooig-volume-ginkgo-cafeine.html	3.9	Plus de volume ! Cheveux sans ressort et chargés d’électricité statique ?	new				http://www.lilibio.com/img/p/805-957-large.jpg	Capillaire>Cheveux fins et sans volume	in stock	4	:::5.9			y	Néobio		0		n					
724-741	 shampooing cheveux blonds [melvita] volume - 500 ml	http://www.lilibio.com/cheveu-blond/724-shampooing-cheveux-blonds.html	15.9	Camomille, citron - Protège et illumine les cheveux blonds.	new				http://www.lilibio.com/img/p/724-872-large.jpg	Capillaire>Cheveux blonds	in stock	3	:::5.9			y	Melvita		0		n					
722-739	 shampooing cheveux très secs [melvita] volume - 200 ml	http://www.lilibio.com/cheveu-tres-sec/722-shampooing-cheveux-tres-secs.html	8.5	Beurre de karité, olive, pour nourrir en profondeur.	new				http://www.lilibio.com/img/p/722-870-large.jpg	Capillaire>Cheveux très secs	in stock	2	:::5.9			y	Melvita		0		n					
804-834	 shampooingréparateur lait miel [néobio] volume - 50 ml	http://www.lilibio.com/cheveu-tres-sec/804-shampooingreparateur-lait-miel.html	3.9	Réparer et soigner? Cheveux abîmés et cassants ?	new				http://www.lilibio.com/img/p/804-956-large.jpg	Capillaire>Cheveux très secs	in stock	3	:::5.9			y	Néobio		0		n					
79-128	 shampooing cheveux gras-argile verte [cattier] volume - 250 ml	http://www.lilibio.com/cheveu-a-tendance-grasse/79-shampooing-cheveux-gras-argile-verte.html	6.5	Un shampooing spécialement adapté aux cheveux gras pour les purifier et les parfumer délicatement.	new				http://www.lilibio.com/img/p/79-158-large.jpg	Capillaire>Cheveux à tendance grasse	in stock	2	:::5.9			y	Cattier		0		n					
306-376	 shampooin cheveux gras [florame] volume - 500 ml	http://www.lilibio.com/cheveu-a-tendance-grasse/306-shampooin-cheveux-gras.html	13.9	Oubliez vos cheveux gras et ternes !	new				http://www.lilibio.com/img/p/306-425-large.jpg	Capillaire>Cheveux à tendance grasse	in stock	2	:::5.9			y	Florame		0		n					
529-573	 shampooing au marron d'inde [weleda] volume - 100 ml	http://www.lilibio.com/cheveu-a-tendance-grasse/529-shampooing-au-marron-d-inde.html	5.9	Pour les cheveux régréssant vite.	new				http://www.lilibio.com/img/p/529-656-large.jpg	Capillaire>Cheveux à tendance grasse	in stock	3	:::5.9			y	Weleda		0		n					
726-743	 shampooing cheveux gras [melvita] volume - 200 ml	http://www.lilibio.com/cheveu-a-tendance-grasse/726-shampooing-cheveux-gras.html	8.5	 Bardane, ravintsara - Purifie et détoxifie en douceur.	new				http://www.lilibio.com/img/p/726-874-large.jpg	Capillaire>Cheveux à tendance grasse	in stock	6	:::5.9			y	Melvita		0		n					
896	 fleur de shampooing- cheveux gras [douce nature]	http://www.lilibio.com/cheveu-a-tendance-grasse/896-fleur-de-shampooing-cheveux-gras.html	6.9	Fleur de shampooing spécial cheveux gras à l'extrait d'ortie bio, au beurre de karité bio et à l'argile verte.	new				http://www.lilibio.com/img/p/896-1155-large.jpg	Capillaire>Cheveux à tendance grasse	in stock	2	:::5.9			y	Douce nature		0		n					
80-129	 shampooing antipelliculaire-bois de saule [cattier] volume - 250 ml	http://www.lilibio.com/peliculle/80-shampooing-antipelliculaire-bois-de-saule.html	6.5	Un shampooing assainissant pour éliminer durablement les pellicules et parfumer délicatement les cheveux.	new				http://www.lilibio.com/img/p/80-159-large.jpg	Capillaire>Pellicules	in stock	2	:::5.9			y	Cattier		0		n					
304-374	 shampooing anti-pelliculaire [florame] volume - 500 ml	http://www.lilibio.com/peliculle/304-shampooing-anti-pelliculaire.html	13.9	Pour éliminer durablement les pellicules et calmer les démangeaisons.	new				http://www.lilibio.com/img/p/304-423-large.jpg	Capillaire>Pellicules	in stock	3	:::5.9			y	Florame		0		n					
725-742	 shampooing anti-pellicullaire [melvita] volume - 200 ml	http://www.lilibio.com/peliculle/725-shampooing-anti-pellicullaire.html	8.5	 Propolis, cade - Purifie sans agrésser.	new				http://www.lilibio.com/img/p/725-873-large.jpg	Capillaire>Pellicules	in stock	2	:::5.9			y	Melvita		0		n					
82-131	 shampooing usage fréquent-soluté de yogourt [cattier] volume - 250 	http://www.lilibio.com/cheveux-normaux/82-shampooing-usage-frequent-solute-de-yogourt.html	6.5	Un shampooing doux pour un usage quotidien et des cheveux lisses et brillants délicatement parfumés.	new				http://www.lilibio.com/img/p/82-161-large.jpg	Capillaire>Cheveux normaux	in stock	6	:::5.9			y	Cattier		0		n					
83-132	 shampooing extra doux [cattier] volume - 1l	http://www.lilibio.com/cheveux-normaux/83-shampooing-extra-doux.html	13.9	Un shampooing extra-doux pour des cheveux lisses et brillants, adapté à  toute la famille.	new				http://www.lilibio.com/img/p/83-162-large.jpg	Capillaire>Cheveux normaux	in stock	2	:::5.9			y	Cattier		0		n					
307-377	 shampooin cheveux normaux [florame] volume - 500 ml	http://www.lilibio.com/cheveux-normaux/307-shampooin-cheveux-normaux.html	13.9	Préservez l'équilibre de vos cheveux.	new				http://www.lilibio.com/img/p/307-426-large.jpg	Capillaire>Cheveux normaux	in stock	3	:::5.9			y	Florame		0		n					
714-730	 shampooing lavage fréquent [melvita] volume - 500 ml	http://www.lilibio.com/cheveux-normaux/714-shampooing-lavage-frequent.html	15.9	 500ml -                         Arnica, myrte citronné - Convient à tout le monde.	new				http://www.lilibio.com/img/p/714-860-large.jpg	Capillaire>Cheveux normaux	in stock	4	:::5.9			y	Melvita		0		n					
727-744	 shampooing cheveux normaux [melvita] volume - 500 ml	http://www.lilibio.com/cheveux-normaux/727-shampooing-cheveux-normaux.html	15.9	 Bois de Panama, citron - Adoucit et rend le cheveux brillant.	new				http://www.lilibio.com/img/p/727-875-large.jpg	Capillaire>Cheveux normaux	in stock	4	:::5.9			y	Melvita		0		n					
851-938	 shampooing argan [natessance] volume - 250 ml	http://www.lilibio.com/cheveux-normaux/851-shampooing-argan.html	8.5	Shampooing Embellisseur à l'Argan.	new				http://www.lilibio.com/img/p/851-1099-large.jpg	Capillaire>Cheveux normaux	in stock	2	:::5.9			y	Natessance		0		n					
897	 fleur de shampooing-cheveux normaux [douce nature]	http://www.lilibio.com/cheveux-normaux/897-fleur-de-shampooing-cheveux-normaux.html	6.9	Fleur de shampooing spécial cheveux normaux à l'extrait de sauge bio et à l'argile jaune.	new				http://www.lilibio.com/img/p/897-1156-large.jpg	Capillaire>Cheveux normaux	in stock	1	:::5.9			y	Douce nature		0		n					
334-395	 crème démêlante [florame] volume - 250 ml	http://www.lilibio.com/demelant/334-creme-demelante.html	12.9	Démêlez, lissez et nourrisez vos cheveux.	new				http://www.lilibio.com/img/p/334-454-large.jpg	Capillaire>Démêlant	in stock	3	:::5.9			y	Florame		0		n					
716-733	 baume cheveux fatigués [melvita] volume - 500 ml	http://www.lilibio.com/demelant/716-baume-cheveux-fatigues.html	17.9	 Sauge, romarin -                         Cheveux fatigués.	new				http://www.lilibio.com/img/p/716-864-large.jpg	Capillaire>Démêlant	in stock	4	:::5.9			y	Melvita		0		n					
717-734	 baume cheveux secs [melvita] volume - 500 ml	http://www.lilibio.com/demelant/717-baume-cheveux-secs.html	17.9	 Olive, karité -                         Cheveux secs.	new				http://www.lilibio.com/img/p/717-865-large.jpg	Capillaire>Démêlant	in stock	2	:::5.9			y	Melvita		0		n					
718-735	 baume cheveux normaux [melvita] volume - 500 ml	http://www.lilibio.com/demelant/718-baume-cheveux-normaux.html	17.9	 Miel, eucalyptus -                         Cheveux normaux.	new				http://www.lilibio.com/img/p/718-866-large.jpg	Capillaire>Démêlant	in stock	4	:::5.9			y	Melvita		0		n					
194-248	 masque capillaire embellisseur à l'argan bio [natessance] volume - 1	http://www.lilibio.com/masque/194-masque-capillaire-embellisseur-a-l-argan-bio.html	7.9	Nourrissant et protecteur, idéal pour les cheveux secs et abîmés.	new				http://www.lilibio.com/img/p/194-294-large.jpg	Capillaire>Masque et huile	in stock	9	:::5.9			y	Natessance		0		n					
252-307	 masque capillaire réparateur [florame] volume - 200 ml	http://www.lilibio.com/masque/252-masque-capillaire-reparateur.html	15.9	Soin réparateur et protecteur des cheveux et pointes sèches.	new				http://www.lilibio.com/img/p/252-355-large.jpg	Capillaire>Masque et huile	in stock	4	:::5.9			y	Florame		0		n					
335-396	 huile capillaire [florame] volume - 150 ml	http://www.lilibio.com/masque/335-huile-capillaire.html	15.5		new				http://www.lilibio.com/img/p/335-455-large.jpg	Capillaire>Masque et huile	in stock	2	:::5.9			y	Florame		0		n					
530-574	 huile capillaire nourrissante [weleda] volume - 50 ml	http://www.lilibio.com/masque/530-huile-capillaire-nourrissante.html	8.7	Nourrit les cheveux secs et abîmés.	new				http://www.lilibio.com/img/p/530-657-large.jpg	Capillaire>Masque et huile	in stock	2	:::5.9			y	Weleda		0		n					
719-736	 masque capillaire capiforce [melvita] volume - 125 ml	http://www.lilibio.com/masque/719-masque-capillaire-capiforce.html	14.9	 Miel, karité, satin de mer -                         Restructurant.	new				http://www.lilibio.com/img/p/719-867-large.jpg	Capillaire>Masque et huile	in stock	3	:::5.9			y	Melvita		0		n					
720-737	 sérum pointes sèches capiforce [melvita] volume - 30 ml	http://www.lilibio.com/masque/720-serum-pointes-seches-capiforce.html	13.9	 Camélia - jojoba -                         Cheveux abîmés.	new				http://www.lilibio.com/img/p/720-868-large.jpg	Capillaire>Masque et huile	in stock	4	:::5.9			y	Melvita		0		n					
836-924	 masque fixateur coloration [logona] volume - 150 ml	http://www.lilibio.com/masque/836-masque-fixateur-coloration.html	11.9	Pour une coloration plus intense.	new				http://www.lilibio.com/img/p/836-1067-large.jpg	Capillaire>Masque et huile	in stock	3	:::5.9			y	Logona		0		n					
837-925	 masque préparateur coloration [logona] volume - 150 ml	http://www.lilibio.com/masque/837-masque-preparateur-coloration.html	11.9	Pour une meilleur prise de la coloration.	new				http://www.lilibio.com/img/p/837-1069-large.jpg	Capillaire>Masque et huile	in stock	7	:::5.9			y	Logona		0		n					
826-914	 soin colorant acajou [logona] poids - 100g	http://www.lilibio.com/coloration/826-soin-colorant-acajou.html	11.5	Pour une coloration naturelle.	new				http://www.lilibio.com/img/p/826-1053-large.jpg	Capillaire>Coloration	in stock	2	:::5.9			y	Logona		0		n					
827-915	 soin colorant blé doré [logona] poids - 100g	http://www.lilibio.com/coloration/827-soin-colorant-ble-dore.html	11.5	Pour une coloration naturelle.	new				http://www.lilibio.com/img/p/827-1056-large.jpg	Capillaire>Coloration	in stock	3	:::5.9			y	Logona		0		n					
828-916	 soin colorant rouge [logona] poids - 100g	http://www.lilibio.com/coloration/828-soin-colorant-rouge.html	11.5	Pour une coloration naturelle.	new				http://www.lilibio.com/img/p/828-1055-large.jpg	Capillaire>Coloration	in stock	5	:::5.9			y	Logona		0		n					
829-917	 soin colorant sahara [logona] poids - 100g	http://www.lilibio.com/coloration/829-soin-colorant-sahara.html	11.5	Pour une coloration naturelle.	new				http://www.lilibio.com/img/p/829-1057-large.jpg	Capillaire>Coloration	in stock	4	:::5.9			y	Logona		0		n					
830-918	 soin colorant cuivre flamme [logona] poids - 100g	http://www.lilibio.com/coloration/830-soin-colorant-cuivre-flamme.html	11.5	Pour une coloration naturelle.	new				http://www.lilibio.com/img/p/830-1058-large.jpg	Capillaire>Coloration	in stock	3	:::5.9			y	Logona		0		n					
831-919	 soin colorant noisette cuivrée [logona] poids - 100g	http://www.lilibio.com/coloration/831-soin-colorant-noisette-cuivree.html	11.5	Pour une coloration naturelle.	new				http://www.lilibio.com/img/p/831-1059-large.jpg	Capillaire>Coloration	in stock	3	:::5.9			y	Logona		0		n					
832-920	 soin colorant marron [logona] poids - 100g	http://www.lilibio.com/coloration/832-soin-colorant-marron.html	11.5	Pour une coloration naturelle.	new				http://www.lilibio.com/img/p/832-1060-large.jpg	Capillaire>Coloration	in stock	3	:::5.9			y	Logona		0		n					
833-921	 soin colorant chêne doré [logona] poids - 100g	http://www.lilibio.com/coloration/833-soin-colorant-chene-dore.html	11.5	Pour une coloration naturelle.	new				http://www.lilibio.com/img/p/833-1061-large.jpg	Capillaire>Coloration	in stock	2	:::5.9			y	Logona		0		n					
834-922	 soin colorant châtaigne [logona] poids - 100g	http://www.lilibio.com/coloration/834-soin-colorant-chataigne.html	11.5	Pour une coloration naturelle.	new				http://www.lilibio.com/img/p/834-1062-large.jpg	Capillaire>Coloration	in stock	1	:::5.9			y	Logona		0		n					
835-923	 soin colorant ébène [logona] poids - 100g	http://www.lilibio.com/coloration/835-soin-colorant-ebene.html	11.5	Pour une coloration naturelle.	new				http://www.lilibio.com/img/p/835-1063-large.jpg	Capillaire>Coloration	in stock	6	:::5.9			y	Logona		0		n					
839-926	 crème colorante aurore [logona] volume - 150 ml	http://www.lilibio.com/coloration/839-creme-colorante-aurore.html	18.9	Une coloration prête à l'emploi.	new				http://www.lilibio.com/img/p/839-1070-large.jpg	Capillaire>Coloration	in stock	4	:::5.9			y	Logona		0		n					
840-927	 crème colorante couleur d'automne [logona] volume - 150 ml	http://www.lilibio.com/coloration/840-creme-colorante-couleur-d-automne.html	18.9	Coloration prête à l'emploi.	new				http://www.lilibio.com/img/p/840-1072-large.jpg	Capillaire>Coloration	in stock	4	:::5.9			y	Logona		0		n					
841-928	 rème colorante lie de vin [logona] volume - 150 ml	http://www.lilibio.com/coloration/841-reme-colorante-lie-de-vin.html	18.9	Coloration prête à l'emploi.	new				http://www.lilibio.com/img/p/841-1074-large.jpg	Capillaire>Coloration	in stock	3	:::5.9			y	Logona		0		n					
842-929	 rème colorante teck [logona] volume - 150 ml	http://www.lilibio.com/coloration/842-reme-colorante-teck.html	18.9	Coloration prête à l'emploi.	new				http://www.lilibio.com/img/p/842-1076-large.jpg	Capillaire>Coloration	in stock	8	:::5.9			y	Logona		0		n					
