id;title;link;price;description;condition;ean;brand;mpn;image_link;product_type;availability;quantity;shipping;TVA;feature;online_only;manufacturer;expiration_date;shipping_weight;genre;featured_product;color;size;year;author;edition;google_product_category
519-563; crème hydratante homme [weleda] volume - 30 ml;http://www.lilibio.com/visage/519-creme-hydratante-homme.html;12.1;Ce soin à la texture légère et fluide préserve du dessèchement cutané et apporte souplesse et confort à la peau.;new;3596204268898;Weleda;;http://www.lilibio.com/img/p/519-646-large.jpg;Homme>Soin hydratant visage;in stock;6;:::5.9;;;y;Weleda;;0;;n;;;;;;
549-590; baume après rasage homme [melvita] volume - 50 ml;http://www.lilibio.com/visage/549-baume-apres-rasage.html;16.5;Ce baume à la texture non grasse apaise le feu du rasoir, cicatrice les micro-coupures et nourrit votre peau. Des actifs végétaux apaisants comme l'aloé vera et des actifs réparateurs comme le beurre de karité ou l'huile de jojoba.;new;3284410014360;Melvita;;http://www.lilibio.com/img/p/549-679-large.jpg;Homme>Soin hydratant visage;in stock;1;:::5.9;;;y;Melvita;;0;;n;;;;;;
550-591; fluide anti-âge homme   [melvita] volume - 50 ml;http://www.lilibio.com/visage/550-fluide-anti-age-homme.html;19.9;Soin réparateur, lissant, défatiguant et anti-âge. Il protège et nourrit votre peau toute la journée. Des actifs d'origine végétale pour vivifier, hydrater votre peau et surout l'aider à combattre contre les méfaits du temps.;new;3284410014407;Melvita;;http://www.lilibio.com/img/p/550-680-large.jpg;Homme>Soin hydratant visage;in stock;1;:::5.9;;;y;Melvita;;0;;n;;;;;;
55-88;mousse à raser fine lame   [cattier] volume - 150 ml;http://www.lilibio.com/rasage/55-fine-lame.html;9.9;Une mousse douce et aérienne pour un rasage optimal. De l'aloé vera pour cictriser et protéger.;new;3283950912020;Cattier;;http://www.lilibio.com/img/p/55-118-large.jpg;Homme>Soin du rasage;in stock;6;:::5.9;;;y;Cattier;;0;;n;;;;;;
56-89;baume après rasage pare feu   [cattier] volume - 75 ml;http://www.lilibio.com/rasage/56-pare-feu.html;11.4;Un baume frais et léger pour calmer le feu du rasoir et réparer l’épiderme.;new;3283950912037;Cattier;;http://www.lilibio.com/img/p/56-1104-large.jpg;Homme>Soin du rasage;in stock;6;:::5.9;;;y;Cattier;;0;;n;;;;;;
131-182; baume après rasage, ralentisseur de repousse  [allo'nature] volume -;http://www.lilibio.com/rasage/131-baume-apres-rasage-ralentisseur-de-repousse.html;14.9;Apaise le feu du rasoir et ralentit la repousse du poil. Fomulé à partir d'huile d'Olive et d'huile de baies de Laurier pour hydrater nourrir et purifier.;new;3760125130194;Allo'nature;;http://www.lilibio.com/img/p/131-201-large.jpg;Homme>Soin du rasage;in stock;2;:::5.9;;;y;Allo'nature;;0;;n;;;;;;
215-271; baume après rasage homme  [florame] volume - 75 ml;http://www.lilibio.com/rasage/215-baume-apres-rasage.html;13.4;Ce soin cicatrisant non gras, s'adapte à toutes les peaux. Un complexe de Cèdre et d'Argan pour hydrater et protéger.;new;3516170012943;Florame;;http://www.lilibio.com/img/p/215-316-large.jpg;Homme>Soin du rasage;in stock;3;:::5.9;;;y;Florame;;0;;n;;;;;;
219-275; mousse de rasage homme [florame] volume - 150 ml;http://www.lilibio.com/rasage/219-mousse-de-rasage.html;11.9;Rafraichissante et protectrice. Un complexe de Cèdre et d'Argan pour hydrater et protéger. ;new;3516170012868;Florame;;http://www.lilibio.com/img/p/219-320-large.jpg;Homme>Soin du rasage;in stock;2;:::5.9;;;y;Florame;;0;;n;;;;;;
220-276; huile de rasage homme [florame] volume - 30 ml;http://www.lilibio.com/rasage/220-huile-de-rasage-.html;11.6;Pour une glisse et une protection parfaite. Cette huile au complexe Argan-Cèdre vous protège et vous nourrit.;new;3516170012905;Florame;;http://www.lilibio.com/img/p/220-321-large.jpg;Homme>Soin du rasage;in stock;3;:::5.9;;;y;Florame;;0;;n;;;;;;
516-560; crème à raser adoucissante homme [weleda] volume - 75 ml;http://www.lilibio.com/rasage/516-creme-a-raser-adoucissante.html;6.2;Avec sa mousse fine et onctueuse, il prépare le poil au passage de la lame. Recommandée en cas de rasage difficile et douloureux des peaux sensibles.;new;3596206289112;Weleda;;http://www.lilibio.com/img/p/516-643-large.jpg;Homme>Soin du rasage;in stock;7;:::5.9;;;y;Weleda;;0;;n;;;;;;
517-561; baume après rasage homme  [weleda] volume - 100 ml;http://www.lilibio.com/rasage/517-baume-apres-rasage.html;10.4;Protège et apaisel'épiderme agréssé par le rasage en apportant confort et douceur. De la Myrrhe pour son action anti-inflammatoire et de l'Aloé vera pour hydrater et rafraîchir les peaux sensibilisées.;new;3596207244240;Weleda;;http://www.lilibio.com/img/p/517-644-large.jpg;Homme>Soin du rasage;in stock;5;:::5.9;;;y;Weleda;;0;;n;;;;;;
518-562; lotion après rasage homme [weleda] volume - 100 ml;http://www.lilibio.com/rasage/518-lotion-apres-rasage.html;9.7;Lotion après-rasage composée d’eau d’Hamamélis et  d’extrait de Myrrhe pour une action astringente. Sa note fraîche est tonique reveil l'épiderme.;new;3596207201960;Weleda;;http://www.lilibio.com/img/p/518-645-large.jpg;Homme>Soin du rasage;in stock;8;:::5.9;;;y;Weleda;;0;;n;;;;;;
693; Éclat de beauté préparation solaire  [phytoceutic];http://www.lilibio.com/solaire/693-ecla.html;22.9;Le premier complément alimentaire préparateur de soleil, BIO. Adieu coups de soleil et bonjour peau dorée!;new;3492270005415;Phytoceutic;;http://www.lilibio.com/img/p/693-839-large.jpg;Phytothérapie>Solaire;in stock;6;:::5.9;;;y;Phytoceutic;;0;;n;;;;;;Santé et beauté
71-120; crème main à l'argile blanche   [cattier] volume - 75 ml;http://www.lilibio.com/main-et-pieds/71-creme-main-a-l-argile-blanche.html;6.5;Le soin quotidien idéal pour réparer les mains sèches et abîmées. Texture non grasse grâce à l'argile blanche.;new;3283950050142;Cattier;;http://www.lilibio.com/img/p/71-149-large.jpg;Corps>Mains;in stock;1;:::5.9;;;y;Cattier;;0;;n;;;;;;
181-243; soin des mains nourrissant anti-âge lift'argan [natessance] volume -;http://www.lilibio.com/main-et-pieds/181-soin-des-mains-nourrissant-anti-age-lift-argan.html;12.9;La crème main anti-âge Lift'Argan est un soin unique hydratant, nourrissant et qui atténue les effets du vieillissement.;new;3517360047141;Natessance;;http://www.lilibio.com/img/p/181-280-large.jpg;Corps>Mains;in stock;7;:::5.9;;;y;Natessance;;0;;n;;;;;;
213-269; soin main réparateur anti-tâches [natessance] volume - 50 ml;http://www.lilibio.com/main-et-pieds/213-soin-main-reparateur-anti-taches-bio.html;15.9;Le soin main réparateur Lift'Argan prévient et traite les tâches brunes avec son actif éclaircissant breveté Sépiwhite®.;new;3517360015072;Natessance;;http://www.lilibio.com/img/p/213-314-large.jpg;Corps>Mains;in stock;5;:::5.9;;;y;Natessance;;0;;n;;;;;;
243-298; crème mains velours dermastress  [florame] volume - 75 ml;http://www.lilibio.com/main-et-pieds/243-creme-mains-velours.html;13.9;Soin protecteur et nourrissant des mains et ongles.   Le   complexe dermastress riche en huiles essentielles et végétales,   protège nourrit et combat contre les agressions exterieures et les   signes de l'âge.;new;3516170017023;Florame;;http://www.lilibio.com/img/p/243-346-large.jpg;Corps>Mains;in stock;2;:::5.9;;;y;Florame;;0;;n;;;;;;
248-303; crème mains protectrice nutrition intense [florame] volume - 100 ml;http://www.lilibio.com/main-et-pieds/248-creme-mains-protectrice.html;14.9;Soin nourrissant au beurre de karité BIO. La gamme nutrition   intense régénère et protège avec son complexe de beurre de karité,   huiles essentielles de bois de rose, orange amère et ylang ylang.;new;3516170018433;Florame;;http://www.lilibio.com/img/p/248-351-large.jpg;Corps>Mains;in stock;2;:::5.9;;;y;Florame;;0;;n;;;;;;
272-330; baume de satin soin mains actives   [les douces angevines] volume - 3;http://www.lilibio.com/main-et-pieds/272-baume-de-satin.html;24.9;Fluide sublimateur mains et ongles. Répare efficacement les mains abîmées et écorchées, les ongles cassants et mous et estompe les tâches brunes. Les huiles de ricin, rose musquée du Chili et carotte nourrissent et ramolissent les cuticules.;new;3555960000180;Les douces angevines;;http://www.lilibio.com/img/p/272-375-large.jpg;Corps>Mains;in stock;3;:::5.9;;;y;Les douces angevines;;0;;n;;;;;;
488-530; crème main à l'argousier [weleda] volume - 50 ml;http://www.lilibio.com/main-et-pieds/488-creme-main-a-l-argousier.html;6.8;Ce soin à la texture non grasse, régénère et revitalise. S'utilise aussi souvent que nécessaire. Senteur frais et fruité.;new;3596207787587;Weleda;;http://www.lilibio.com/img/p/488-613-large.jpg;Corps>Mains;in stock;5;:::5.9;;;y;Weleda;;0;;n;;;;;;
491-533; crème main au citrus [weleda] volume - 50 ml;http://www.lilibio.com/main-et-pieds/491-creme-main-au-citrus.html;6.8;Ce soin à la texture riche répare et nourrit les mains abîmées. Elle restaure le film hydro-lipidique et supprime les sensations de tiraillements.;new;3596204459593;Weleda;;http://www.lilibio.com/img/p/491-616-large.jpg;Corps>Mains;in stock;5;:::5.9;;;y;Weleda;;0;;n;;;;;;
494-536; crème main à la grenade [weleda] volume - 50 ml;http://www.lilibio.com/main-et-pieds/494-creme-main-a-la-grenade.html;8.3;Ce véritable soin des mains, retarde les signes du vieillissement et prévient des tâches pigmentaires. Une texture non grasse qui pénètre rapidement. Senteur boisée et chaude des huiles essentielles de Grenade et de Santal.;new;3596204200034;Weleda;;http://www.lilibio.com/img/p/494-619-large.jpg;Corps>Mains;in stock;4;:::5.9;;;y;Weleda;;0;;n;;;;;;
635-677; crème main   [marilou bio] volume - 75 ml;http://www.lilibio.com/main-et-pieds/635-creme-main.html;3.9;Soin main pratique et économique. Formulée à partir de glycérine végétale, d'huile de jojoba et de protéine de blé.;new;3760143830533;Marilou bio;;http://www.lilibio.com/img/p/635-777-large.jpg;Corps>Mains;in stock;3;:::5.9;;;y;Marilou bio;;0;;n;;;;;;
696-713; crème mains adoucissante   [melvita] volume - 100 ml;http://www.lilibio.com/main-et-pieds/696-creme-mains-adoucissante.html;8.9; Adoucissante et ultra fondante. Ce soin allie l'action du calendula pour adoucir, le miel et le karité pour hydrater et protéger et l'huile de  ricin pour fortifier les ongles.;new;3284410014049;Melvita;;http://www.lilibio.com/img/p/696-842-large.jpg;Corps>Mains;in stock;2;:::5.9;;;y;Melvita;;0;;n;;;;;;
1008-1122;touche nacre [couleur caramel] couleur - 5-granit;http://www.lilibio.com/nacres/1008-touche-nacre-couleur-caramel-.html;12.2;Les touches de nacre Couleur Caramel sont Idéales pour illuminer le regard, créer des zones de lumière sur les lèvres ou un scintillement subtil sur le corps. Existe en 2 teintes.;new;3700306913055;Couleur caramel;;http://www.lilibio.com/img/p/1008-1349-large.jpg;Maquillage>Les yeux>Nacre;in stock;1;:::5.9;;;y;Couleur caramel;;0;;n;;;;;;
1008-1123;touche nacre [couleur caramel] couleur - 12-noir intense;http://www.lilibio.com/nacres/1008-touche-nacre-couleur-caramel-.html;12.2;Les touches de nacre Couleur Caramel sont Idéales pour illuminer le regard, créer des zones de lumière sur les lèvres ou un scintillement subtil sur le corps. Existe en 2 teintes.;new;3700306913123;Couleur caramel;;http://www.lilibio.com/img/p/1008-1350-large.jpg;Maquillage>Les yeux>Nacre;in stock;1;:::5.9;;;y;Couleur caramel;;0;;n;;;;;;
35-68; fée proprette fluide nettoyant  [les douces angevines] volume - 125 ;http://www.lilibio.com/le-change/35-fee-proprette.html;19.9;Fluide nettoyant apaisant pour bébés et jeunes enfants. Ce fluide huileux previent et traite les croûtes de lait avec l'action purifiante de la pensée sauvage. L'huile de carthame protège est adoucit la peau.;new;3555960000883;Les douces angevines;;http://www.lilibio.com/img/p/35-75-large.jpg;Bébé>Le change;in stock;3;:::5.9;;;y;Les douces angevines;;0;;n;;;;;;
36-69; fée luzette fluide bien-être bébés  [les douces angevines] volume;http://www.lilibio.com/le-change/36-fee-luzette.html;15.6;Huile de massage et de détente des touts petits. Adaptée dès la naissance ce soin de réconfort s'utlise pour initier bébé au sensation du toucher, adoucir les croutes de lait ou bien apaiser les seins pendant l'allaitement. Riche en calendula et en huile d'amande douce de Luzette.;new;3555960000500;Les douces angevines;;http://www.lilibio.com/img/p/36-76-large.jpg;Bébé>Le change;in stock;2;:::5.9;;;y;Les douces angevines;;0;;n;;;;;;
95-144; poudre douceur bébé   [cattier] poids - 65g;http://www.lilibio.com/le-change/95-poudre-douceur-bebe.html;6.7;L'humidité est absorbée, la peau est douce, protégée et délicatement parfumée.;new;3283950911283;Cattier;;http://www.lilibio.com/img/p/95-174-large.jpg;Bébé>Le change;in stock;4;:::5.9;;;y;Cattier;;0;;n;;;;;;
97-147; eau pour la toilette bébé [cattier] volume - 200 ml;http://www.lilibio.com/le-change/97-eau-pour-la-toilette.html;5.9;Idéal pour rafraîchir et parfumer délicatement bébé à tout moment de la journée.;new;3283950911313;Cattier;;http://www.lilibio.com/img/p/97-176-large.jpg;Bébé>Le change;in stock;1;:::5.9;;;y;Cattier;;0;;n;;;;;;
98-149; lait de toilette bébé  [cattier] volume - 500 ml;http://www.lilibio.com/le-change/98-lait-de-toilette.html;9.9;Une texture légère et fondante pour nettoyer en douceur, hydrater et nourrir la peau de bébé. Formulé à partie d'huile d'amande douce bio et d'eau de fleur d'oranger bio;new;3283950911290;Cattier;;http://www.lilibio.com/img/p/98-178-large.jpg;Bébé>Le change;in stock;2;:::5.9;;;y;Cattier;;300;;n;;;;;;
100-807; liniment lait crème pour le change   [cattier] volume - 200 ml;http://www.lilibio.com/le-change/100-liniment-creme-pour-le-change.html;6.7;Une recette ancestrale pour apaiser, nettoyer les fesses des bébés et les protéger des agressions.;new;3283950911788;Cattier;;http://www.lilibio.com/img/p/100-939-large.jpg;Bébé>Le change;in stock;5;:::5.9;;;y;Cattier;;0;;n;;;;;;
197-251; lotion micellaire adoucissante pour bébé [natessance] volume - 500 ;http://www.lilibio.com/le-change/197-lotion-micellaire-adoucissante-pour-bebe.html;10.9;La lotion micellaire nettoyante Bébé Natessance a pour rôle de nettoyer et rafraîchir bébé à tous moments de la journée...;new;3517360022742;Natessance;;http://www.lilibio.com/img/p/197-297-large.jpg;Bébé>Le change;in stock;3;:::5.9;;;y;Natessance;;0;;n;;;;;;
198-252; bioliniment protecteur bébé  [natessance] volume - 400 ml;http://www.lilibio.com/le-change/198-bioliniment-protecteur-bio.html;10.9;Le bioliniment de Natessance protége et apaise bébé en cas d'erythème fessier...;new;3517360042740;Natessance;;http://www.lilibio.com/img/p/198-298-large.jpg;Bébé>Le change;in stock;2;:::5.9;;;y;Natessance;;0;;n;;;;;;
198-253; bioliniment protecteur bébé  [natessance] volume - 1l;http://www.lilibio.com/le-change/198-bioliniment-protecteur-bio.html;14.9;Le bioliniment de Natessance protége et apaise bébé en cas d'erythème fessier...;new;3517360000993;Natessance;;http://www.lilibio.com/img/p/198-298-large.jpg;Bébé>Le change;in stock;2;:::5.9;;;y;Natessance;;0;;n;;;;;;
199-254; crème de change pour bébé [natessance] volume - 75 ml;http://www.lilibio.com/le-change/199-creme-de-change-pour-bebe.html;7.9;La crème change Bébé Natessance est Idéale pour prevenir et traiter les rougeurs du siège.;new;3517360052749;Natessance;;http://www.lilibio.com/img/p/199-299-large.jpg;Bébé>Le change;in stock;4;:::5.9;;;y;Natessance;;0;;n;;;;;;
200-255; lait de toilette sans rinçage bébé [natessance] volume - 400 ml;http://www.lilibio.com/le-change/200-lait-de-toilette-sans-rincage-bebe.html;10.9;Le lait de toilette Bébé sans rinçage Natessance est idéal pour nettoyer bébé à tous moments de la journée.;new;3517360002744;Natessance;;http://www.lilibio.com/img/p/200-300-large.jpg;Bébé>Le change;in stock;5;:::5.9;;;y;Natessance;;0;;n;;;;;;
202-257; trousse de voyage bio pour bébé [natessance] couleur - rose;http://www.lilibio.com/le-change/202-trousse-de-voyage-bio-pour-bebe.html;8.9;Pour un bébé nomade et toujours BIO.Existe en rose ou en bleu.;new;3517365000622;Natessance;;http://www.lilibio.com/img/p/202-303-large.jpg;Bébé>Le change;in stock;3;:::5.9;;;y;Natessance;;0;;n;;;;;;
202-1072; trousse de voyage bio pour bébé [natessance] couleur - bleu;http://www.lilibio.com/le-change/202-trousse-de-voyage-bio-pour-bebe.html;8.9;Pour un bébé nomade et toujours BIO.Existe en rose ou en bleu.;new;3517365000622;Natessance;;http://www.lilibio.com/img/p/202-302-large.jpg;Bébé>Le change;in stock;3;:::5.9;;;y;Natessance;;0;;n;;;;;;
476-517; crème pour le change bébé [weleda] volume - 75 ml;http://www.lilibio.com/le-change/476-creme-change-bebe.html;6.4;Protège les fesses de bébé. L'extrait de calendula calme et apaise les erythème fessiers du nourisson et dees jeunes enfants.  Convient très bien aux peaux à tendance atopique du nourrisson.;new;3596206529621;Weleda;;http://www.lilibio.com/img/p/476-598-large.jpg;Bébé>Le change;in stock;7;:::5.9;;;y;Weleda;;0;;n;;;;;;
477-518; lait de toilette bébé [weleda] volume - 200 ml;http://www.lilibio.com/le-change/477-lait-de-toilette-bebe.html;5.5;Idéal pour une toilette quotidienne tout en douceur de votre bébé.  Convient très bien aux peaux à tendance atopique du nourrisson. Il convient également aux adultes à la peau sensible pour la toilette et le démaquillage.;new;3596204358469;Weleda;;http://www.lilibio.com/img/p/477-599-large.jpg;Bébé>Le change;in stock;5;:::5.9;;;y;Weleda;;0;;n;;;;;;
608-648; lait de toilette bébé   [melvita] volume - 200 ml;http://www.lilibio.com/le-change/608-lait-de-toilette-bebe.html;14.9; Soin quotidien de bébé, ce lait de toilette nettoie, hydrate et protège la peau de bébé. Sa formulation ultra douce riche en huile d'argan, beurre de karité et huile d'olive, dépose un film protecteur et parfume sa peau tout en douceur.;new;3284410013165;Melvita;;http://www.lilibio.com/img/p/608-749-large.jpg;Bébé>Le change;in stock;6;:::5.9;;;y;Melvita;;0;;n;;;;;;
610-650; crème de change pour bébé   [melvita] volume - 75 ml;http://www.lilibio.com/le-change/610-creme-de-change-bebe.html;10.9;Cette crème pour le change protège les fesses de bébé et traite les rougeurs grâce à l'oxyde de zinc et à l'association de l'huile de calendula, d'olive et de coton.;new;3284410013141;Melvita;;http://www.lilibio.com/img/p/610-751-large.jpg;Bébé>Le change;in stock;4;:::5.9;;;y;Melvita;;0;;n;;;;;;
611-651; eau nettoyante rafraîchissante pour bébé   [melvita] volume - 200 ;http://www.lilibio.com/le-change/611-eau-nettoyante-rafraichissante-bebe.html;11.9; Eau fraîche pour bébé, à emmener partout. D'une extrême douceur elle laisse la peau de bébé douce, nette et parfumée.;new;3284410013196;Melvita;;http://www.lilibio.com/img/p/611-752-large.jpg;Bébé>Le change;in stock;4;:::5.9;;;y;Melvita;;0;;n;;;;;;
613-653; liniment oléo calcaire   [melvita] volume - 200 ml;http://www.lilibio.com/le-change/613-liniment-oleo-calcaire.html;11.9; Nettoyer tout en douceur, c'est le rôle du liniment oléo calcaire de Melvita. Enrichi en huile d'olive et en solution de calcium il élimine les salissures et protège bébé des erythèmes et rougeurs du siège.;new;3284410013189;Melvita;;http://www.lilibio.com/img/p/613-754-large.jpg;Bébé>Le change;in stock;3;:::5.9;;;y;Melvita;;0;;n;;;;;;
96-145; crème hydratante bébé [cattier] volume - 75 ml;http://www.lilibio.com/soin-hydratant/96-creme-hydratante.html;6.7;Un soin douceur pour que la peau de bébé reste douce, apaisée et confortable. Saformule au beurre de karité bio et l'amande douce bio prendra soin de lui.;new;3283950911320;Cattier;;http://www.lilibio.com/img/p/96-175-large.jpg;Bébé>Soin du visage;in stock;6;:::5.9;;;y;Cattier;;0;;n;;;;;;
201-256; crème hydratante nourrissante bébé [natessance] volume - 100 ml;http://www.lilibio.com/soin-hydratant/201-creme-nourrissante-bio-pour-bebe.html;7.9;La crème hydratante et nourrissante Natessance nourrit et protège la peau de bébé des agressions exterieures.;new;3517360002737;Natessance;;http://www.lilibio.com/img/p/201-301-large.jpg;Bébé>Soin du visage;in stock;7;:::5.9;;;y;Natessance;;0;;n;;;;;;
460-501; cold cream bébé [natessance] volume - 50 ml;http://www.lilibio.com/soin-hydratant/460-cold-cream-bebe.html;5.9;Le cold cream Bébé de Natessance protége bébé du froid durant tout l'hiver.;new;3517360000313;Natessance;;http://www.lilibio.com/img/p/460-580-large.jpg;Bébé>Soin du visage;in stock;8;:::5.9;;;y;Natessance;;0;;n;;;;;;
507-551; crème protectrice visage bébé [weleda] volume - 50 ml;http://www.lilibio.com/soin-hydratant/507-creme-protectrice-visage-bebe.html;6.4;Hydrate et nourrit le visage de  votre bébé. Du Calendula pour nourrir et protéger du froid l'épiderme sensible des touts petits. Convient très bien aux peaux à tendance atopique du nourrisson.;new;3596204358520;Weleda;;http://www.lilibio.com/img/p/507-634-large.jpg;Bébé>Soin du visage;in stock;4;:::5.9;;;y;Weleda;;0;;n;;;;;;
203-259; huile d'amande douce [natessance] volume - 50 ml;http://www.lilibio.com/soin-du-corps/203-huile-d-amande-douce-bio.html;6.3;L'huile d'amande douce Bébé de natessance est conçue pour des massages tout en douceur.;new;3517360046670;Natessance;;http://www.lilibio.com/img/p/203-304-large.jpg;Bébé>Soin du corps;in stock;5;:::5.9;;;y;Natessance;;0;;n;;;;;;
204-260; huile ultra douce bébé [natessance] volume - 50 ml;http://www.lilibio.com/soin-du-corps/204-huile-ultra-douce-corps-bio-pour-bebe.html;6.9;L'huile ultra douce Bébé de Natessance est spécialement formulée pour les peaux allérgiques des tout petits.;new;3517360015027;Natessance;;http://www.lilibio.com/img/p/204-305-large.jpg;Bébé>Soin du corps;in stock;6;:::5.9;;;y;Natessance;;0;;n;;;;;;
478-519; lait corporel bébé [weleda] volume - 200 ml;http://www.lilibio.com/soin-du-corps/478-lait-corporel-bebe.html;9.7;Avec sa texture fine et onctueuse il adoucit et hydrate la peau de bébé. Du calendula pour calmer et apaiser. Convient très bien aux peaux à tendance atopique du nourrisson.;new;3596204358506;Weleda;;http://www.lilibio.com/img/p/478-600-large.jpg;Bébé>Soin du corps;in stock;2;:::5.9;;;y;Weleda;;0;;n;;;;;;
609-649; lait hydratant visage et corps bébé   [melvita] volume - 200 ml;http://www.lilibio.com/soin-du-corps/609-lait-hydratant-bebe.html;14.9;Pour une parfaite hydratation du visage et du corps. Un soin ultra doux à base d'aloé vera, de karité et d'huile d'olive et de coco. Prenez-soin de votre bébé.;new;3284410013172;Melvita;;http://www.lilibio.com/img/p/609-750-large.jpg;Bébé>Soin du corps;in stock;5;:::5.9;;;y;Melvita;;0;;n;;;;;;
38-71; l'eau des angelots nuit paisible   [les douces angevines] volume - 12;http://www.lilibio.com/les-angoisses-nocturne/38-l-eau-des-angelots-nuit-paisible.html;18.9;Lotion nuits paisibles pour les bébés et les enfants est une lotion qui calmera les aigoisses nocturnes dès la naissance. Son bouquet d'eaux florales apporte douceur et détente. L'action discrète de l'orange douce emportera bébé dans un parfait sommeil.;new;3555960000548;Les douces angevines;;http://www.lilibio.com/img/p/38-78-large.jpg;Bébé>Les angoisses de bébé;in stock;1;:::5.9;;;y;Les douces angevines;;0;;n;;;;;;
910-997;l'eau des angelots, lotion jour paisible  [les douces angevines] volum;http://www.lilibio.com/les-angoisses-nocturne/910-l-eau-des-angelots-lotion-jours-paisibles-les-douces-angevines-.html;18.9;Lotion jours paisibles pour les bébés et les enfants, est une lotion qui apporte sérénité et protection aux enfants agités ou peureux. Les papas et mamans débordées peuvent eux aussi en profiter.;new;3555960000906;Les douces angevines;;http://www.lilibio.com/img/p/910-1175-large.jpg;Bébé>Les angoisses de bébé;in stock;1;:::5.9;;;y;Les douces angevines;;0;;n;;;;;;
94-143; mousse lavante bébé cheveux et corps   [cattier] volume - 150 ml;http://www.lilibio.com/le-bain/94-mousse-lavante.html;5.9;Une mousse toute douce, qui laisse la peau de bébé propre, souple et douce. Formulée avec une base douce de fleur d'oranger et d'amande douce.;new;3283950911245;Cattier;;http://www.lilibio.com/img/p/94-173-large.jpg;Bébé>Le bain;in stock;4;:::5.9;;;y;Cattier;;0;;n;;;;;;
99-150; gel lavant doux bébé [cattier] volume - 500 ml;http://www.lilibio.com/le-bain/99-gel-lavant-doux.html;12.9;Une texture douce et agréable pour nettoyer délicatement les cheveux fragiles et la peau sensible des bébés.;new;3283950912327;Cattier;;http://www.lilibio.com/img/p/99-179-large.jpg;Bébé>Le bain;in stock;5;:::5.9;;;y;Cattier;;0;;n;;;;;;
195-249; gel lavant sans savon bébé [natessance] volume - 500 ml;http://www.lilibio.com/le-bain/195-gel-lavant-bebe-sans-savon.html;10.9;Le gel lavant sans savon Natessance est doux, il est conseillé dès les premiers bains de bébé.;new;3517360092738;Natessance;;http://www.lilibio.com/img/p/195-295-large.jpg;Bébé>Le bain;in stock;3;:::5.9;;;y;Natessance;;0;;n;;;;;;
196-250; crème lavante surgras sans savon bébé [natessance] volume - 500 ml;http://www.lilibio.com/le-bain/196-creme-lavante-surgras-et-sans-savon-pour-bebe.html;11.9;La crème lavante surgras Natessance formulée sans savon, a été concue pour protéger la peau délicate de bébé, dès son premier bain.;new;3517360082746;Natessance;;http://www.lilibio.com/img/p/196-296-large.jpg;Bébé>Le bain;in stock;5;:::5.9;;;y;Natessance;;0;;n;;;;;;
475-516;crème lavante corps et cheveux bébé [weleda] volume - 200 ml;http://www.lilibio.com/le-bain/475-creme-lavante-corps-et-cheveux-bebe.html;6.3;Nettoie en douceur avce sa formule sans savon et sa base lavante végétale douce qui ne pique pas les yeux. Convient très bien aux peaux à tendance atopique du nourrisson.;new;3596204696189;Weleda;;http://www.lilibio.com/img/p/475-597-large.jpg;Bébé>Le bain;in stock;4;:::5.9;;;y;Weleda;;0;;n;;;;;;
498-540; savon végétal au calendula [weleda] poids - 100g;http://www.lilibio.com/le-bain/498-savon-vegetal-au-calendula.html;3.3;Toute la douceur pour les peaux sensibles des bébés. Riche en huile de calendula il apporte douceur.;new;3596206198001;Weleda;;http://www.lilibio.com/img/p/498-623-large.jpg;Bébé>Le bain;in stock;8;:::5.9;;;y;Weleda;;0;;n;;;;;;
509-553; bain crème bébé  [weleda] volume - 200 ml;http://www.lilibio.com/le-bain/509-bain-creme-bebe.html;9.5;Soin protecteur et relipidiant des peaux délicates des bébés et jeunes enfants. Convient très bien aux peaux à tendance atopique du nourrisson.;new;3596204358483;Weleda;;http://www.lilibio.com/img/p/509-636-large.jpg;Bébé>Le bain;in stock;5;:::5.9;;;y;Weleda;;0;;n;;;;;;
607-647; shampooing douche cheveux et corps de bébé  [melvita] volume - 200 ;http://www.lilibio.com/le-bain/607-shampooing-douche.html;12.5; Soin 2 en1 pour le bain de bébé. S'utilise pour les cheveux et le corps. Formulation toutes douce sans huiles essentielles, sans alcool.;new;3284410013226;Melvita;;http://www.lilibio.com/img/p/607-748-large.jpg;Bébé>Le bain;in stock;2;:::5.9;;;y;Melvita;;0;;n;;;;;;
614-654; savon surgras au cold cream bébé  [melvita] poids - 125g;http://www.lilibio.com/le-bain/614-savon-surgras-au-cold-cream.html;4.9; Soin hyper nourrissant pour les peaux sèches et très sensibles des bébés et enfants. L'action surgraissante du cold cream et l'action nourrissante du karité et des huiles de coton et avocat, en font un moment de réconfort.;new;3284410013219;Melvita;;http://www.lilibio.com/img/p/614-755-large.jpg;Bébé>Le bain;in stock;5;:::5.9;;;y;Melvita;;0;;n;;;;;;
511-555; huile de massage du périnée [weleda] volume - 50 ml;http://www.lilibio.com/soin-de-la-maman/511-huile-de-massage-du-perinee.html;8.3;WELEDA a conçu l’huile de Massage du Périnée pour améliorer la souplesse  des tissus grâce à un massage doux dès la 34e semaine de grossesse. A  base d’huiles d’amande douce et de germe de blé, naturellement riche en  vitamine E, elle nourrit la peau du périnée, la rendant moins fragile et  plus souple.;new;3596204519983;Weleda;;http://www.lilibio.com/img/p/511-638-large.jpg;Bébé>Soin pour femme enceinte;in stock;3;:::5.9;;;y;Weleda;;0;;n;;;;;;
