id;title;link;price;description;condition;ean;brand;mpn;image_link;product_type;availability;quantity;shipping;TVA;feature;online_only;manufacturer;expiration_date;shipping_weight;genre;featured_product;color;size;year;author;edition;google_product_category
82-131; shampooing usage fréquent-soluté de yogourt   [cattier] volume - 25;http://www.lilibio.com/cheveux-normaux/82-shampooing-usage-frequent-solute-de-yogourt.html;7.2;Un shampooing doux pour un usage quotidien et des cheveux lisses et brillants délicatement parfumés.;new;3283950910729;Cattier;;http://www.lilibio.com/img/p/82-161-large.jpg;Capillaire>Cheveux normaux;in stock;2;:::5.9;;;y;Cattier;;0;;n;;;;;;
83-132; shampooing extra doux   [cattier] volume - 1l;http://www.lilibio.com/cheveux-normaux/83-shampooing-extra-doux.html;14.9;Un shampooing extra-doux pour des cheveux lisses et brillants, adapté à  toute la famille.;new;3283950911924;Cattier;;http://www.lilibio.com/img/p/83-162-large.jpg;Capillaire>Cheveux normaux;in stock;5;:::5.9;;;y;Cattier;;0;;n;;;;;;
305-375; shampooing brillance intense [florame] volume - 500 ml;http://www.lilibio.com/cheveux-normaux/305-shampooing-brillance-intense.html;13.9;Redonnez éclat et vitalité à vos cheveux. Des huiles essentielles pour faire briller vos cheveux.;new;3516170018242;Florame;;http://www.lilibio.com/img/p/305-424-large.jpg;Capillaire>Cheveux normaux;in stock;4;:::5.9;;;y;Florame;;0;;n;;;;;;
307-377; shampooing cheveux normaux [florame] volume - 500 ml;http://www.lilibio.com/cheveux-normaux/307-shampooin-cheveux-normaux.html;13.9;Préservez l'équilibre de vos cheveux. Une base lavande douce et un cocktail d'huiles essentielles pour plus de brillance.;new;3516170018280;Florame;;http://www.lilibio.com/img/p/307-426-large.jpg;Capillaire>Cheveux normaux;in stock;3;:::5.9;;;y;Florame;;0;;n;;;;;;
412-457; shampooing doux au lait d'ânesse   [les ânes d'autan] volume - 250 ;http://www.lilibio.com/cheveux-normaux/412-shampooing-doux-au-lait-d-anesse.html;15.9;Le soin capillaire de toute la famille. Idéal pour les cuirs chevelus sensibles et réactifs des petits et des grands. A base de 5% de lait cru. ;new;3760160050105;Les ânes d'autan;;http://www.lilibio.com/img/p/412-532-large.jpg;Capillaire>Cheveux normaux;in stock;2;:::5.9;;;y;Les ânes d'autan;;0;;n;;;;;;
714-730; shampooing lavage fréquent   [melvita] volume - 500 ml;http://www.lilibio.com/cheveux-normaux/714-shampooing-lavage-frequent.html;15.9; Adapté à toute la famille et à tous types de cheveux, ce shampooing apporte douceur et éclat aux cheveux. Un peu de miel et d'arnica pour adoucir, de la myrte pour purifier.;new;3284410015398;Melvita;;http://www.lilibio.com/img/p/714-860-large.jpg;Capillaire>Cheveux normaux;in stock;1;:::5.9;;;y;Melvita;;0;;n;;;;;;
727-744; shampooing cheveux normaux   [melvita] volume - 500 ml;http://www.lilibio.com/cheveux-normaux/727-shampooing-cheveux-normaux.html;15.9;Ce shampooing adapté à tous les types de cheveux, équilibre les cheveux sans les agresser. Les huiles de citron, myrte et d'eucalyptus apportent de l'éclat aux cheveux.;new;3284410015404;Melvita;;http://www.lilibio.com/img/p/727-875-large.jpg;Capillaire>Cheveux normaux;in stock;1;:::5.9;;;y;Melvita;;0;;n;;;;;;
992;shampooing familial extra doux [melvita];http://www.lilibio.com/cheveux-normaux/992-shampooing-familial-extra-doux-melvita-.html;20.9;Le shampooing familial de Melvita est riche en eaux d’orge et de tilleul, ce soin extra-doux restitue aux cheveux la douceur du miel et la tonicité de l’orange.;new;;Melvita;;http://www.lilibio.com/img/p/992--large.jpg;Capillaire>Cheveux normaux;in stock;1;:::5.9;;;y;Melvita;;0;;n;;;;;;Santé et beauté
334-395; crème démêlante   [florame] volume - 250 ml;http://www.lilibio.com/demelant/334-creme-demelante.html;12.9;Démêlez, lissez et nourrisez vos cheveux. Un coktail magique d'huiles végétales, de beurre de karité et de cire d'abeille.;new;3516170018228;Florame;;http://www.lilibio.com/img/p/334-454-large.jpg;Capillaire>Démêlant;in stock;3;:::5.9;;;y;Florame;;0;;n;;;;;;
716-733; baume démêlant cheveux fatigués   [melvita] volume - 500 ml;http://www.lilibio.com/demelant/716-baume-cheveux-fatigues.html;17.9; Ce soin pour les cheveux fatigués n'alourdit pas le cheveux et stimule les racines avec le cuivre, le zinc et magnésium.;new;3284410019013;Melvita;;http://www.lilibio.com/img/p/716-864-large.jpg;Capillaire>Démêlant;in stock;1;:::5.9;;;y;Melvita;;0;;n;;;;;;
717-734; baume démêlant cheveux secs   [melvita] volume - 500 ml;http://www.lilibio.com/demelant/717-baume-cheveux-secs.html;17.9; Ce soin pour les cheveux secs n'alourdit pas les cheveux. Il nourrit et gaine le cheveu avec l'huile d'olive, le beurre de karité et l'huile de carthame.;new;3284410018993;Melvita;;http://www.lilibio.com/img/p/717-865-large.jpg;Capillaire>Démêlant;in stock;1;:::5.9;;;y;Melvita;;0;;n;;;;;;
718-735; baume démêlant cheveux normaux   [melvita] volume - 500 ml;http://www.lilibio.com/demelant/718-baume-cheveux-normaux.html;17.9; Ce soin pour les cheveux normaux n'alourdit pas les cheveux. Il purifie les racines avec l'huile essentielle de myrte et offre de la brillance aux cheveux avec l'huile essentielle de citron.;new;3284410018979;Melvita;;http://www.lilibio.com/img/p/718-866-large.jpg;Capillaire>Démêlant;in stock;2;:::5.9;;;y;Melvita;;0;;n;;;;;;
852-939; lotion démêlante capillaire [natessance] volume - 150 ml;http://www.lilibio.com/demelant/852-lotion-demelante.html;6.9;La lotion démêlante capillaire sans rinçage Natessance redonne éclat et brillance sans alourdir les cheveux. Du vinaigre de cidre et du jus de citron biologique pour lustrer le cheveux.;new;3517366003691;Natessance;;http://www.lilibio.com/img/p/852-1130-large.jpg;Capillaire>Démêlant;in stock;4;:::5.9;;;y;Natessance;;0;;n;;;;;;
194-248; masque capillaire embellisseur à l'argan [natessance] volume - 150 m;http://www.lilibio.com/masque/194-masque-capillaire-embellisseur-a-l-argan-bio.html;7.9;Le masque capillaire embellisseur à l'Argan est un soin nourrissant et protecteur, idéal pour les cheveux secs et abîmés.;new;3517360055870;Natessance;;http://www.lilibio.com/img/p/194-294-large.jpg;Capillaire>Masque et huile;in stock;3;:::5.9;;;y;Natessance;;0;;n;;;;;;
252-307; masque capillaire réparateur nutrition intense  [florame] volume - 2;http://www.lilibio.com/masque/252-masque-capillaire-reparateur.html;15.9;Soin réparateur et protecteur des cheveux et pointes sèches. La  gamme nutrition  intense régénère et protège avec son complexe de  beurre de karité,  huiles essentielles de bois de rose, orange amère et  ylang ylang.;new;3516170018464;Florame;;http://www.lilibio.com/img/p/252-355-large.jpg;Capillaire>Masque et huile;in stock;2;:::5.9;;;y;Florame;;0;;n;;;;;;
530-574; huile capillaire nourrissante [weleda] volume - 50 ml;http://www.lilibio.com/masque/530-huile-capillaire-nourrissante.html;8.9;Huile capillaire pour les cheveux cassants ternes et désséchés. La bardane et le trèfle rouge protègent le cheveu en le gainant. Elles apportent brillance et souplesse.;new;3596206220955;Weleda;;http://www.lilibio.com/img/p/530-657-large.jpg;Capillaire>Masque et huile;in stock;2;:::5.9;;;y;Weleda;;0;;n;;;;;;
836-924; masque fixateur coloration   [logona] volume - 150 ml;http://www.lilibio.com/masque/836-masque-fixateur-coloration.html;11.9;Pour une coloration plus intense.;new;4017645021570;Logona;;http://www.lilibio.com/img/p/836-1067-large.jpg;Capillaire>Masque et huile;in stock;2;:::5.9;;;y;Logona;;0;;n;;;;;;
837-925; masque préparateur coloration   [logona] volume - 150 ml;http://www.lilibio.com/masque/837-masque-preparateur-coloration.html;11.9;Pour une meilleur prise de la coloration.;new;4017645021563;Logona;;http://www.lilibio.com/img/p/837-1069-large.jpg;Capillaire>Masque et huile;in stock;6;:::5.9;;;y;Logona;;0;;n;;;;;;
827-915; soin colorant blé doré   [logona] poids - 100g;http://www.lilibio.com/coloration/827-soin-colorant-ble-dore.html;11.5;Pour une coloration naturelle.;new;4017645034365;Logona;;http://www.lilibio.com/img/p/827-1056-large.jpg;Capillaire>Coloration;in stock;3;:::5.9;;;y;Logona;;0;;n;;;;;;
828-916; soin colorant rouge   [logona] poids - 100g;http://www.lilibio.com/coloration/828-soin-colorant-rouge.html;11.5;Pour une coloration naturelle.;new;4017645034389;Logona;;http://www.lilibio.com/img/p/828-1055-large.jpg;Capillaire>Coloration;in stock;1;:::5.9;;;y;Logona;;0;;n;;;;;;
829-917; soin colorant sahara   [logona] poids - 100g;http://www.lilibio.com/coloration/829-soin-colorant-sahara.html;11.5;Pour une coloration naturelle.;new;4017645034372;Logona;;http://www.lilibio.com/img/p/829-1057-large.jpg;Capillaire>Coloration;in stock;4;:::5.9;;;y;Logona;;0;;n;;;;;;
830-918; soin colorant cuivre flamme   [logona] poids - 100g;http://www.lilibio.com/coloration/830-soin-colorant-cuivre-flamme.html;11.5;Pour une coloration naturelle.;new;4017645034396;Logona;;http://www.lilibio.com/img/p/830-1058-large.jpg;Capillaire>Coloration;in stock;1;:::5.9;;;y;Logona;;0;;n;;;;;;
831-919; soin colorant noisette cuivrée   [logona] poids - 100g;http://www.lilibio.com/coloration/831-soin-colorant-noisette-cuivree.html;11.5;Pour une coloration naturelle.;new;4017645034426;Logona;;http://www.lilibio.com/img/p/831-1059-large.jpg;Capillaire>Coloration;in stock;1;:::5.9;;;y;Logona;;0;;n;;;;;;
832-920; soin colorant marron   [logona] poids - 100g;http://www.lilibio.com/coloration/832-soin-colorant-marron.html;11.5;Pour une coloration naturelle.;new;4017645034433;Logona;;http://www.lilibio.com/img/p/832-1060-large.jpg;Capillaire>Coloration;in stock;2;:::5.9;;;y;Logona;;0;;n;;;;;;
833-921; soin colorant chêne doré   [logona] poids - 100g;http://www.lilibio.com/coloration/833-soin-colorant-chene-dore.html;11.5;Pour une coloration naturelle.;new;4017645034440;Logona;;http://www.lilibio.com/img/p/833-1061-large.jpg;Capillaire>Coloration;in stock;7;:::5.9;;;y;Logona;;0;;n;;;;;;
834-922; soin colorant châtaigne   [logona] poids - 100g;http://www.lilibio.com/coloration/834-soin-colorant-chataigne.html;11.5;Pour une coloration naturelle.;new;4017645034471;Logona;;http://www.lilibio.com/img/p/834-1062-large.jpg;Capillaire>Coloration;in stock;2;:::5.9;;;y;Logona;;0;;n;;;;;;
835-923; soin colorant ébène   [logona] poids - 100g;http://www.lilibio.com/coloration/835-soin-colorant-ebene.html;11.5;Pour une coloration naturelle.;new;4017645034488;Logona;;http://www.lilibio.com/img/p/835-1063-large.jpg;Capillaire>Coloration;in stock;1;:::5.9;;;y;Logona;;0;;n;;;;;;
839-926; crème colorante aurore   [logona] volume - 150 ml;http://www.lilibio.com/coloration/839-creme-colorante-aurore.html;18.9;Une coloration prête à l'emploi.;new;4017645046603;Logona;;http://www.lilibio.com/img/p/839-1070-large.jpg;Capillaire>Coloration;in stock;3;:::5.9;;;y;Logona;;0;;n;;;;;;
840-927; crème colorante couleur d'automne   [logona] volume - 150 ml;http://www.lilibio.com/coloration/840-creme-colorante-couleur-d-automne.html;18.9;Coloration prête à l'emploi.;new;4017645046610;Logona;;http://www.lilibio.com/img/p/840-1072-large.jpg;Capillaire>Coloration;in stock;3;:::5.9;;;y;Logona;;0;;n;;;;;;
841-928; rème colorante lie de vin   [logona] volume - 150 ml;http://www.lilibio.com/coloration/841-reme-colorante-lie-de-vin.html;18.9;Coloration prête à l'emploi.;new;4017645046627;Logona;;http://www.lilibio.com/img/p/841-1074-large.jpg;Capillaire>Coloration;in stock;1;:::5.9;;;y;Logona;;0;;n;;;;;;
842-929;crème colorante teck   [logona] volume - 150 ml;http://www.lilibio.com/coloration/842-reme-colorante-teck.html;18.9;Coloration prête à l'emploi.;new;4017645046658;Logona;;http://www.lilibio.com/img/p/842-1076-large.jpg;Capillaire>Coloration;in stock;5;:::5.9;;;y;Logona;;0;;n;;;;;;
843-930; crème colorante caramel   [logona] volume - 150 ml;http://www.lilibio.com/coloration/843-creme-colorante-caramel.html;18.9;Coloration prête à l'emploi.;new;4017645046665;Logona;;http://www.lilibio.com/img/p/843-1088-large.jpg;Capillaire>Coloration;in stock;4;:::5.9;;;y;Logona;;0;;n;;;;;;
785-802; cire coiffante   [santé] volume - 50 ml;http://www.lilibio.com/soin-coiffant/785-cire-coiffante.html;7.9;Pour une brillance au naturel.  ;new;4025089050711;Santé;;http://www.lilibio.com/img/p/785-934-large.jpg;Capillaire>Soin coiffant;in stock;2;:::5.9;;;y;Santé;;0;;n;;;;;;
786-803; gel coiffant fixation naturelle   [santé] volume - 100 ml;http://www.lilibio.com/soin-coiffant/786-gel-coiffant-fixation-naturelle.html;10.9;Pour une fixation légère au naturel.;new;4025089050704;Santé;;http://www.lilibio.com/img/p/786-935-large.jpg;Capillaire>Soin coiffant;in stock;3;:::5.9;;;y;Santé;;0;;n;;;;;;
788-805; spray coiffant [santé] volume - 150 ml;http://www.lilibio.com/soin-coiffant/788-spray-coiffant.html;9.9;Pour un style naturel.;new;4025089050728;Santé;;http://www.lilibio.com/img/p/788-937-large.jpg;Capillaire>Soin coiffant;in stock;4;:::5.9;;;y;Santé;;0;;n;;;;;;
789-806; gel coiffant   [coslys] volume - 150 ml;http://www.lilibio.com/soin-coiffant/789-gel-coiffant.html;13.9;Une fixation forte naturellement.;new;3538396121100;Coslys;;http://www.lilibio.com/img/p/789-938-large.jpg;Capillaire>Soin coiffant;in stock;2;:::5.9;;;y;Coslys;;0;;n;;;;;;
899-987; gel original à l'aloé vera [naturaloé] volume - 150 ml;http://www.lilibio.com/soin-coiffant/899-gel-original-a-l-aloe-vera.html;18.9;Le gel originel de naturaloé est composé de 91,3 % de mucilage frais d’Aloé Vera biologique. Ce soin multi-action sera votre meilleur allié en cas de brûlure, cicatrice, acné, démangeaison, deshydratation intense......;new;3760101450957;Naturaloé;;http://www.lilibio.com/img/p/899-1164-large.jpg;Capillaire>Soin coiffant;in stock;2;:::5.9;;;y;Naturaloé;;0;;n;;;;;;
66-114; beurre de karité fleur des îles   [cattier] poids - 100g;http://www.lilibio.com/beurre-et-baume/66-beurre-de-karite-fleur-des-iles.html;9.2;L’indispensable pour nourrir et protéger visage, corps et cheveux. Le parfum fleur des îles vous donne comme un air de vacances.;new;3283950911993;Cattier;;http://www.lilibio.com/img/p/66-138-large.jpg;Corps>Beurre et baume;in stock;6;:::5.9;;;y;Cattier;;0;;n;;;;;;
67-115; beurre de karité [cattier] poids - 20g;http://www.lilibio.com/beurre-et-baume/67-beurre-karite.html;4.9;Le beurre de Karité de Cattier est indispensable pour nourrir et protéger visage, corps et cheveux. Un soin 100% BIO.;new;3283950911368;Cattier;;http://www.lilibio.com/img/p/67-143-large.jpg;Corps>Beurre et baume;in stock;4;:::5.9;;;y;Cattier;;0;;n;;;;;;
67-116; beurre de karité [cattier] poids - 100g;http://www.lilibio.com/beurre-et-baume/67-beurre-karite.html;8.9;Le beurre de Karité de Cattier est indispensable pour nourrir et protéger visage, corps et cheveux. Un soin 100% BIO.;new;3283950070300;Cattier;;http://www.lilibio.com/img/p/67-141-large.jpg;Corps>Beurre et baume;in stock;5;:::5.9;;;y;Cattier;;0;;n;;;;;;
68-117; beurre de karité miel   [cattier] poids - 100g;http://www.lilibio.com/beurre-et-baume/68-beurre-de-karite-miel.html;9.2;L’indispensable pour nourrir et protéger visage, corps et cheveux. Son parfum sucré au miel vous plonge dans un vrai moment de plaisir.;new;3283950911986;Cattier;;http://www.lilibio.com/img/p/68-142-large.jpg;Corps>Beurre et baume;in stock;2;:::5.9;;;y;Cattier;;0;;n;;;;;;
141-194; baume au lait d'ânesse-visage et corps [oléanat] volume - 50 ml;http://www.lilibio.com/beurre-et-baume/141-baume-au-lait-d-anesse-visage-et-corps.html;9.3;Texture réconfortante du beurre de karité, pour tous les tracas du quotidien! Ce soin enrichi en lait d'anesse vous plonge dans un moment de pur tendresse pour adoucir toutes les peaux.;new;3760087901870;Oléanat;;http://www.lilibio.com/img/p/141-232-large.jpg;Corps>Beurre et baume;in stock;15;:::5.9;;;y;Oléanat;;0;;n;;;;;;
145-198; beurre de karité 100% pur   [oléanat] volume - 150 ml;http://www.lilibio.com/beurre-et-baume/145-beurre-de-karite-100-pur.html;10.9;Pour nourrir les peaux sèches et agréssées. Ce beurre de karité 100% BIO, maintient l'hydratation de la peau tout en la protègant. ;new;3760087901269;Oléanat;;http://www.lilibio.com/img/p/145-236-large.jpg;Corps>Beurre et baume;in stock;3;:::5.9;;;y;Oléanat;;0;;n;;;;;;
186-239; baume corps ultra nourrissant lift'argan [natessance] poids - 100g;http://www.lilibio.com/beurre-et-baume/186-baume-corps-ultra-nourrissant-lift-argan.html;16.9;Le baume ultra nourrissant Lift'Argan a unetexture très nourrissante. Formulé à partir de cire de Rose et de beurre de Karité.;new;3517360000122;Natessance;;http://www.lilibio.com/img/p/186-286-large.jpg;Corps>Beurre et baume;in stock;4;:::5.9;;;y;Natessance;;0;;n;;;;;;
209-265; beurre de karité bio [natessance] poids - 200g;http://www.lilibio.com/beurre-et-baume/209-beurre-de-karite-bio.html;13.9;Le beurre de Karité BIO est le soin parfait des zones sèches et agréssées, visage, corps et cheveux.;new;3517360000863;Natessance;;http://www.lilibio.com/img/p/209-310-large.jpg;Corps>Beurre et baume;in stock;2;:::5.9;;;y;Natessance;;0;;n;;;;;;
247-302; beurre de karité nutrition intense   [florame] volume - 150 ml;http://www.lilibio.com/beurre-et-baume/247-beurre.html;13.9;Un beurre de karité qui protège les peaux lésées et agréssées. La gamme nutrition  intense régénère et protège avec son complexe de beurre de karité,  huiles essentielles de bois de rose, orange amère et ylang ylang.;new;3516170018457;Florame;;http://www.lilibio.com/img/p/247-350-large.jpg;Corps>Beurre et baume;in stock;6;:::5.9;;;y;Florame;;0;;n;;;;;;
573-614; beurre de karité à la lavande [melvita] volume - 100 ml;http://www.lilibio.com/beurre-et-baume/573-beurre-de-karite-a-la-lavande.html;12.66;Soin réparateur naturel, parfumé à l’huile essentielle bio de fleurs fraîches de Lavande sauvage, nourrit et protège l’épiderme du visage et du corps. Il peut également être utilisé sur les cheveux.;new;3284410016609;Melvita;;http://www.lilibio.com/img/p/573-708-large.jpg;Corps>Beurre et baume;in stock;8;:::5.9;;;y;Melvita;;0;;y;;;;;;
45-78; crème de nuit régénérante songe fleuri   [cattier] volume - 50 ml;http://www.lilibio.com/creme-anti-ride-de-nuit/45-songe-fleuri.html;23.7;Véritable cocon de nuit, la Crème  Songe Fleuri, à la texture onctueuse et fondante, procure dès  l’application une sensation de confort absolu. Action protectrice et anti-oxydante des pépins de cassis.;new;3283950911474;Cattier;;http://www.lilibio.com/img/p/45-85-large.jpg;Visage>Soin anti-rides de nuit;in stock;3;:::5.9;;;y;Cattier;;0;;n;;;;;;
163-216;soin nutritif de nuit lift'argan [natessance] volume - 50 ml;http://www.lilibio.com/creme-anti-ride-de-nuit/163-soin-nutritif-lift-argan.html;24.9;Ce soin de nuit nutritif anti-rides Lift'Argan agit intensément durant votre sommeil pour lisser et régénérer votre épiderme. Formulé à partir de 6% d'huile d'Argan biologique.;new;3517360037081;Natessance;;http://www.lilibio.com/img/p/163-264-large.jpg;Visage>Soin anti-rides de nuit;in stock;6;:::5.9;;;y;Natessance;;0;;n;;;;;;
212-268; crème restructurante de nuit anti-rides profondes [natessance] volum;http://www.lilibio.com/creme-anti-ride-de-nuit/212-creme-restructurante-de-nuit-rides-profondes.html;26.9;La crème restructurante de nuit Lift'Argan trac les marques du temps grâce à sa texture ultra nourrissante.;new;3517360015041;Natessance;;http://www.lilibio.com/img/p/212-313-large.jpg;Visage>Soin anti-rides de nuit;in stock;4;:::5.9;;;y;Natessance;;0;;n;;;;;;
441-484; crème de nuit lissante à la rose musquée [weleda] volume - 30 ml;http://www.lilibio.com/creme-anti-ride-de-nuit/441-creme-de-nuit-lissante-a-la-rose-musquee.html;16.3;Soin de nuit traitant des premières rides. Sa texture riche soutient l'épiderme dans sa phase nocturne de régénération cellulaire.;new;3596209532543;Weleda;;http://www.lilibio.com/img/p/441-561-large.jpg;Visage>Soin anti-rides de nuit;in stock;3;:::5.9;;;y;Weleda;;0;;n;;;;;;
463-504; crème de nuit raffermissante à la grenade [weleda] volume - 30 ml;http://www.lilibio.com/creme-anti-ride-de-nuit/463-creme-de-nuit-a-la-grenade.html;21.6;Puissant mélange d'anti-oxydant, ce soin de nuit à la texture riche, fortifie le film hydro-lipidique de la peau et réduit les rides. Il active le processus de régénération nocture.;new;3596209532703;Weleda;;http://www.lilibio.com/img/p/463-583-large.jpg;Visage>Soin anti-rides de nuit;in stock;3;:::5.9;;;y;Weleda;;0;;n;;;;;;
300-361; eau de toilette de lavande [florame] volume - 100 ml;http://www.lilibio.com/femme/300-eau-de-toilette-de-lavande.html;11.6;Les huiles essentielles se mettent au parfum. L'eau de toilette originel à la lavande.;new;3516170010345;Florame;;http://www.lilibio.com/img/p/300-407-large.jpg;Parfum>Femme;in stock;4;:::5.9;;;y;Florame;;0;;y;;;;;;
301-362; eau de toilette jardin d'agrumes [florame] volume - 100 ml;http://www.lilibio.com/femme/301-eau-de-toilette-jardin-d-agrumes.html;11.6;Les huiles essentielles se mettent au parfum... Une odeur fraîche et tonique à la fois.;new;3516170010376;Florame;;http://www.lilibio.com/img/p/301-408-large.jpg;Parfum>Femme;in stock;2;:::5.9;;;y;Florame;;0;;y;;;;;;
538-579;eau de parfum jardin des thés   [acorelle] volume - 50 ml;http://www.lilibio.com/femme/538-acorelle-jardin-des-thes.html;29.9;Ces notes caressantes se déploient autour d'un discret et magnifique patchouli.;new;3700343021010;Acorelle;;http://www.lilibio.com/img/p/538-1310-large.jpg;Parfum>Femme;in stock;1;:::5.9;;;y;Acorelle;;0;;n;;;;;;
539-580;eau de parfum amande de blé   [acorelle] volume - 50 ml;http://www.lilibio.com/femme/539-amande-de-ble.html;29.9;Plongez dans la douceur des souvenirs d’enfance avec cette senteur tendre et chaleureuse.;new;3700343021058;Acorelle;;http://www.lilibio.com/img/p/539-669-large.jpg;Parfum>Femme;in stock;6;:::5.9;;;y;Acorelle;;0;;n;;;;;;
540-581; eau de parfum lotus bambou   [acorelle] volume - 50 ml;http://www.lilibio.com/femme/540-lotus-bambou.html;29.9;La pureté de la fleur de Lotus associée à la fraîcheur du Bambou pour une fragrance vivifiante aux notes lumineuses.;new;3700343021003;Acorelle;;http://www.lilibio.com/img/p/540-670-large.jpg;Parfum>Femme;in stock;6;:::5.9;;;y;Acorelle;;0;;n;;;;;;
541-582;eau de parfum baies sauvages   [acorelle] volume - 50 ml;http://www.lilibio.com/femme/541-baies-sauvages.html;29.9;Après un départ frissonant  d'accords verts, la chaleur d'un coeur gourmand fleuri se mêle au  précieux santal.;new;3700343021027;Acorelle;;http://www.lilibio.com/img/p/541-671-large.jpg;Parfum>Femme;in stock;4;:::5.9;;;y;Acorelle;;0;;n;;;;;;
542-583; eau de parfum orchidée blanche   [acorelle] volume - 50 ml;http://www.lilibio.com/femme/542-orchidee-blanche.html;29.9;Eau de parfum anti-stress, doux, floral, délicatement fruité d'orange, de pêche et de  framboise.;new;3700343021034;Acorelle;;http://www.lilibio.com/img/p/542-672-large.jpg;Parfum>Femme;in stock;3;:::5.9;;;y;Acorelle;;0;;n;;;;;;
543-584;eau de parfum  verveine agrume   [acorelle] volume - 50 ml;http://www.lilibio.com/femme/543-verveine-agrume.html;29.9;Un parfum de caractère, une touche fraiche et pétillante d'agrumes.;new;3700343021041;Acorelle;;http://www.lilibio.com/img/p/543-673-large.jpg;Parfum>Femme;in stock;1;:::5.9;;;y;Acorelle;;0;;n;;;;;;
544-585; eau de parfum r de rose   [acorelle] volume - 50 ml;http://www.lilibio.com/femme/544-r-de-rose.html;29.9;Eau de parfum harmonisante,  R de Rose d'Acorelle  est un bouquet de fraicheur composé en tête de notes fleuries.;new;3700343021065;Acorelle;;http://www.lilibio.com/img/p/544-674-large.jpg;Parfum>Femme;in stock;4;:::5.9;;;y;Acorelle;;0;;n;;;;;;
546-587; eau de parfum vanille ambrée   [acorelle] volume - 50 ml;http://www.lilibio.com/femme/546-vanille-ambree.html;29.9;Vanille Ambrée  d'Acorelle est un parfum à la fois chaud et envoutant.;new;3700343021089;Acorelle;;http://www.lilibio.com/img/p/546-676-large.jpg;Parfum>Femme;in stock;5;:::5.9;;;y;Acorelle;;0;;n;;;;;;
936-1018;eau de toilette fruits exquis [florame] volume - 100 ml;http://www.lilibio.com/femme/936-eau-de-toilette-fruits-exquis-florame-.html;19.9;Laissez  vous emporter par son sillage suave et gourmand. Les notes de tête se  jouent de carotte et de rose. En plein coeur  on retrouve la badiane et le santal. Et en fond du caramel, framboise et mûre.;new;3516170018594;Florame;;http://www.lilibio.com/img/p/936-1206-large.jpg;Parfum>Femme;in stock;2;:::5.9;;;y;Florame;;0;;n;;;;;;
937-1019;eau de toilette lavande envoûtante  [florame] volume - 100 ml;http://www.lilibio.com/femme/937-eau-de-toilette-lavande-envoutante-florame-.html;19.9;Laissez vous emporter  par son sillage frais et arssurant. La note de tête joue avec la Bergamote. En plein coeur on  retrouve le Géranium d'Afrique. Et en fond la Lavande fine. ;new;3516170018600;Florame;;http://www.lilibio.com/img/p/937-1207-large.jpg;Parfum>Femme;in stock;2;:::5.9;;;y;Florame;;0;;n;;;;;;
938-1020;eau de toilette patchouli intense [florame] volume - 100 ml;http://www.lilibio.com/femme/938-eau-de-toilette-patchouli-intense-florame-.html;19.9;Laissez vous emporter  par son sillage frais et pétillant. La note de tête joue avec la rose. En plein coeur on  retrouve la sauge sclarée. Et en fond, le patchouili, la vanille et le benjoin.;new;3516170018617;Florame;;http://www.lilibio.com/img/p/938-1208-large.jpg;Parfum>Femme;in stock;3;:::5.9;;;y;Florame;;0;;n;;;;;;
939-1021;eau de toilette verveine pétillante [florame] volume - 100 ml;http://www.lilibio.com/femme/939-eau-de-toilette-verveine-petillante-florame-.html;19.9;Laissez vous emporter  par son sillage frais et pétillant. Les notes de tête se jouent du citron et du petit grain bigarade. En plein coeur on  retrouve la verveine et la bergamote. Et en fond la lavande fine te l'orange amère.;new;3516170018624;Florame;;http://www.lilibio.com/img/p/939-1209-large.jpg;Parfum>Femme;in stock;1;:::5.9;;;y;Florame;;0;;n;;;;;;
940-1022;eau de parfum ambre précieux [florame] volume - 50 ml;http://www.lilibio.com/femme/940-eau-de-parfum-ambre-precieux-florame-.html;24.9;Laissez vous séduire par son sillage mysterieux et oriental. L'Encens et la Bergamote en note de tête. De la Fève Tonka en plein coeur. Et des notes gourmandes et chaudes de Vanille et Patchouli en fond.;new;3516170018631;Florame;;http://www.lilibio.com/img/p/940-1210-large.jpg;Parfum>Femme;in stock;2;:::5.9;;;y;Florame;;0;;n;;;;;;
941-1023;eau de parfum vanille gourmande  [florame] volume - 50 ml;http://www.lilibio.com/femme/941-eau-de-parfum-vanille-gourmande-florame-.html;24.9;Laissez vous séduire par  son sillage chaud et réconfortant. L'Orange douce pétille en note de  tête. La figue réchauffe en plein coeur. Et des notes de Vanille et Baume du Pérou en fond.;new;3516170018655;Florame;;http://www.lilibio.com/img/p/941-1211-large.jpg;Parfum>Femme;in stock;2;:::5.9;;;y;Florame;;0;;n;;;;;;
942-1024;eau de parfum rose éclatante [florame] volume - 50 ml;http://www.lilibio.com/femme/942-eau-de-parfum-rose-eclatante-florame-.html;24.9;Laissez vous séduire par   son sillage gracieux et délicat. De la Rose et de la Camomille en note de   tête. L'iris en plein coeur. Et des notes de Géranium et Clou de girofle en fond.;new;3516170018648;Florame;;http://www.lilibio.com/img/p/942-1212-large.jpg;Parfum>Femme;in stock;2;:::5.9;;;y;Florame;;0;;n;;;;;;
