categorie|identifiant_unique|titre|description|prix|URL_produit|URL_image|frais_de_port|disponibilite|delai_de_livraison|garantie|reference_modele|D3E|marque|EAN|prix_barre|devise|occasion|type_promotion|URL_mobile
Corps>Hydratant et/ou nourrissant|955-1036|Huile de massage et soin jambes légères  [Florame] Volume - 150 mL|Retrouvez légèreté et fraîcheur avec cette huile ingenieuse. Gorgée d'huiles essentielles de cèdre, cyprés et menthe poivrée conues pour leurs propriétés drainante, affinante et rafraichissante.|16.9|http://www.lilibio.com/soin-hydratant/955-huile-de-massage-et-soin-jmbes-legeres-florame-.html|http://www.lilibio.com/img/p/955-1226-large.jpg|5.9|0|1 jour|0||0.00|Florame|3516170015319||EUR|0|0|
Corps>Epilation|133-184| Cire épilatoire bio   [Allo'nature] Volume - 150 mL|Un peu de sucre et du citon bio pour des jambes soyeuses.|10.9|http://www.lilibio.com/epilation/133-cire-epilatoire-bio.html|http://www.lilibio.com/img/p/133-203-large.jpg|5.9|0|1 jour|0||0.00|Allo'nature|3760125130026||EUR|0|0|
Corps>Epilation|134-185| Lait corps anti repousse   [Allo'nature] Volume - 125 mL|Soin adoucissant et apaisant, il ralentit considérablement la repousse du poil.|22.9|http://www.lilibio.com/epilation/134-lait-corps-anti-repousse.html|http://www.lilibio.com/img/p/134-204-large.jpg|5.9|0|1 jour|0||0.00|Allo'nature|3760125130019||EUR|0|0|
Corps>Epilation|577-618| Cire orientale sucre et citron   [Acorelle] Volume - 250 mL|Un rituel d'épilation ancestral. Cette cire ne se chauffe pas et respetce les peaux les plus sensibles.|11.9|http://www.lilibio.com/epilation/577-cire-orientale-sucre-et-citron.html|http://www.lilibio.com/img/p/577-712-large.jpg|5.9|0|1 jour|0||0.00|Acorelle|3700343040004||EUR|0|0|
Corps>Epilation|578-619| Roll on cire   [Acorelle] Volume - 100 mL|Un rituel d'épilation ancestral. Cette cire ne se chauffe pas et respecte les peaux les plus fragiles.|11.9|http://www.lilibio.com/epilation/578-roll-on-cire.html|http://www.lilibio.com/img/p/578-713-large.jpg|5.9|0|1 jour|0||0.00|Acorelle|3700343040073||EUR|0|0|
Corps>Epilation|579-620| Huile réparatrice camomille   [Acorelle] Volume - 50 mL|Aprés chaque épilation un réconfort et un soulagement... protégez votre peau et plongez là dans un soin réconfortant et adoucissant|11.9|http://www.lilibio.com/epilation/579-huile-reparatrice-camomille.html|http://www.lilibio.com/img/p/579-745-large.jpg|5.9|0|1 jour|0||0.00|Acorelle|3700343040059||EUR|0|0|
Corps>Epilation|868| Bandes coton   [Allo'nature]|D'une extrême douceur pour une épilation sans douleur.|3|http://www.lilibio.com/epilation/868-bandes-coton.html|http://www.lilibio.com/img/p/868-1117-large.jpg|5.9|0|1 jour|0||0.00|Allo'nature|3760125130064||EUR|0|0|
Corps>Epilation|930-1014|Soin gommant corps  [Acorelle] Volume - 200 mL|Ce gommage vous fera fondre et vous debarassera de toutes les cellules mortes. Idéale pour préparer votre peau à l'épilation, il vous laisse la peau douce. |14.9|http://www.lilibio.com/epilation/930-soin-gommant-corps-acorelle-.html|http://www.lilibio.com/img/p/930-1199-large.jpg|5.9|0|1 jour|0||0.00|Acorelle|3700343040103||EUR|0|0|
Corps>Epilation|932|Bandes de cire froide pour aisselles et maillot x20  [Acorelle]|Enfin des bandes prêtes à l'emploi, sans chauffage, 100% naturelle et hypoallergénique.Spécialement concues pour les zones sensibles des aisselles et maillot.|7.9|http://www.lilibio.com/epilation/932-bandes-de-cire-froide-pour-aiselles-et-maillot-acorelle-.html|http://www.lilibio.com/img/p/932-1201-large.jpg|5.9|0|1 jour|0||0.00|Acorelle|3700343040189||EUR|0|0|
Corps>Epilation|933|Bandes de cire froide pour le visage x20  [Acorelle]|Enfin des bandes prêtes à l'emploi, sans chauffage, 100% naturelle et hypoallergéniques. Spécialement conçues pour les zones sensibles du visage.|7.9|http://www.lilibio.com/epilation/933-bandes-de-cire-froide-pour-le-visage-x20-acorelle-.html|http://www.lilibio.com/img/p/933-1202-large.jpg|5.9|0|1 jour|0||0.00|Acorelle|3700343040172||EUR|0|0|
Corps>Minceur|25-59| Gazelle   [Les douces angevines] Volume - 125 mL|Fluide huileux sculptant et raffermissant, tonifie et affine la silhouette. Du lierre pour desinfltrer la cellulite, le romarin pour tonifier les tissus et le cèdre pour casser les zones graisseuses. A vous de jouer! |37.9|http://www.lilibio.com/minceur/25-gazelle.html|http://www.lilibio.com/img/p/25-66-large.jpg|5.9|0|1 jour|0||0.00|Les douces angevines|3555960000333||EUR|0|0|
Corps>Minceur|69-118| Concentré mincuer   [Cattier] Volume - 200 mL|Affine, sculpte et galbe votre corps. Action anti-cellulite assurée avec ce concentré minceur et le massage palper rouler.|24.9|http://www.lilibio.com/minceur/69-concentre-minceur.html|http://www.lilibio.com/img/p/69-147-large.jpg|5.9|0|1 jour|0||0.00|Cattier|3283950912358||EUR|0|0|
Corps>Minceur|70-119| Gelée drainante   [Cattier] Volume - 200 mL|Cette gélée effet glaçon active la circulation du sang et le drainage naturel. Effet jambes légères assuré!|17.9|http://www.lilibio.com/minceur/70-gelee-drainante.html|http://www.lilibio.com/img/p/70-148-large.jpg|5.9|0|1 jour|0||0.00|Cattier|3283950912341||EUR|0|0|
Corps>Minceur|253-308| Gommage corps minceur et fermeté   [Florame] Volume - 200 mL|Retrouvez une silhouette affinée, une peau lisse et satinée.|17.9|http://www.lilibio.com/minceur/253-gommage-corps-minceur-et-fermete.html|http://www.lilibio.com/img/p/253-356-large.jpg|5.9|0|1 jour|0||0.00|Florame|3516170015869||EUR|0|0|
Corps>Minceur|254-309| Huile corps minceur et fermeté   [Florame] Volume - 150 mL|Retrouvez une silhouette affinée, une peau plus ferme, lisse et subtilement satinée.|21.9|http://www.lilibio.com/minceur/254-huile-corps-minceur-et-fermete.html|http://www.lilibio.com/img/p/254-357-large.jpg|5.9|0|1 jour|0||0.00|Florame|3516170015807||EUR|0|0|
Corps>Minceur|503-547| Huile de massage minceur au bouleau   [Weleda] Volume - 100 mL|Favorise la réduction de la cellulite.|18.4|http://www.lilibio.com/minceur/503-huile-de-massage-minceur-au-bouleau.html|http://www.lilibio.com/img/p/503-630-large.jpg|5.9|0|1 jour|0||0.00|Weleda|3596204273861||EUR|0|0|
Corps>Minceur|571-612| Gommage corporel aux algues   [Melvita] Volume - 150 mL| Exfoliation moussant minceur. Ce soin réoxygène la peau grâce aux algues et au fucus. Les grains de silice gomment et activent la circulation du sang.|13.9|http://www.lilibio.com/minceur/571-gommage-corporel-aux-algues.html|http://www.lilibio.com/img/p/571-706-large.jpg|5.9|0|1 jour|0||0.00|Melvita|3284410016869||EUR|0|0|
Corps>Minceur|728-745| Huile minceur   [Melvita] Volume - 100 mL|Cette huile minceur remodelante agit en profondeur avec ses huiles tonifiantes et drainantes de génévrier, géranium et pin. N'oubliez pas de pratiquer le "palper rouler" et de beaucoup boire, lors des soins minceur.|18.9|http://www.lilibio.com/minceur/728-huile-minceur.html|http://www.lilibio.com/img/p/728-876-large.jpg|5.9|0|1 jour|0||0.00|Melvita|3284410010133||EUR|0|0|
Corps>Minceur|729-746| Crème minceur   [Melvita] Volume - 150 mL| Soin raffermissant à la cafeine et au fucus. Une action drainante et tonifiante est accentuée avec les huiles essentielles de génévrier et de lemongrass.|24.9|http://www.lilibio.com/minceur/729-creme-minceur.html|http://www.lilibio.com/img/p/729-877-large.jpg|5.9|0|1 jour|0||0.00|Melvita|3284410010126||EUR|0|0|
Corps>Minceur|731-748| Savon exfoliant Algascience   [Melvita] Poids - 250g| Savon exfoliant aux algues rouges, connues pour leurs propriétés oxygénante et gommante. Elles favorisent la circulation du sang et préparent aux soins minceur de la gamme Algascience.|5.6|http://www.lilibio.com/minceur/731-savon-exfoliant-algascience.html|http://www.lilibio.com/img/p/731-879-large.jpg|5.9|0|1 jour|0||0.00|Melvita|3284410011079||EUR|0|0|
Corps>Minceur|954-1035|Crème corps minceur et fermeté  [Florame] Volume - 150 mL|Retrouvez une silhouette affinée, une peau raffermie, lisse et subtilement satinée grâce à ce soin puissant au complexe de 9 huiles essentielles.|21.9|http://www.lilibio.com/minceur/954-creme-corps-minceur-et-fermete-florame-.html|http://www.lilibio.com/img/p/954-1225-large.jpg|5.9|0|1 jour|0||0.00|Florame|3516170017689||EUR|0|0|
Corps>Gommage|27-61| Au jardin de Jasmine   [Les douces angevines] Poids - 120g|Poudre de gommage précieux pour le corps. Mélange de poudre végétale aux actions stimulante, réparatrice et réconfortante. Ce chef d'oeuvre des Douces angevines, vous refait découvrir le gommage originel.|39.9|http://www.lilibio.com/gommage/27-au-jardin-de-jasmine.html|http://www.lilibio.com/img/p/27-68-large.jpg|5.9|0|1 jour|0||0.00|Les douces angevines|3555960000555||EUR|0|0|
Corps>Gommage|192-246| Soin exfoliant pour le corps à l'Argan    [Natessance] Volume - 200 mL|Pétillant, doux et surtout efficace...|12.9|http://www.lilibio.com/gommage/192-soin-exfoliant-pour-le-corps-a-l-argan-.html|http://www.lilibio.com/img/p/192-292-large.jpg|5.9|0|1 jour|0||0.00|Natessance|3517360023701||EUR|0|0|
Corps>Gommage|241-296| Gommage moussant velours   [Florame] Volume - 200 mL|Gommez tout en protégeant votre corps.|19.9|http://www.lilibio.com/gommage/241-gommage-moussant-velours.html|http://www.lilibio.com/img/p/241-344-large.jpg|5.9|0|1 jour|0||0.00|Florame|3516170016996||EUR|0|0|
Corps>Gommage|482-524| Crème gommante au bouleau   [Weleda] Volume - 150 mL|Preserve la peau et l'environnement.|9.2|http://www.lilibio.com/gommage/482-creme-gommante-au-bouleau.html|http://www.lilibio.com/img/p/482-607-large.jpg|5.9|0|1 jour|0||0.00|Weleda|3596204686937||EUR|0|0|
Corps>Gommage|732-749| Gelée exfoliante corps   [Melvita] Volume - 200 mL| Cette gelée exfoliante dynamisante, vous offre une exfoliation naturelle grâce aux écorces d'orange, le sucre roux et de la silice naturelle.|12.9|http://www.lilibio.com/gommage/732-gelee-exfoliante-corps.html|http://www.lilibio.com/img/p/732-880-large.jpg|5.9|0|1 jour|0||0.00|Melvita|3284410014032||EUR|0|0|
Corps>Gommage|952-1034|Savon d'Alep à l'argile rouge 20% baie de laurier  [Lauralep] Poids - 150g|Selon la recette  ancestrale vielle de 4000 ans. Ce savon d’Alep certifié BIO est dosé à 20% d’huile de laurier et 10% en argile rouge. Avec ses propriétés reminéralisantes, il rend la peau lumineuse et favorise la circulation sanguine.|4.9|http://www.lilibio.com/gommage/952-savon-d-alep-a-l-argile-rouhe-20-baie-de-laurier-lauralep-.html|http://www.lilibio.com/img/p/952-1223-large.jpg|5.9|0|1 jour|0||0.00|Lauralep|3760168230059||EUR|0|0|
Aromathérapie>Huiles essentielles|339-398| Huile essentielle Bergamote BIO  [Florame] Volume - 10 mL|Citrus bergamia.Cette huile lutte contre le stress et l'anxiété. Elle favorise le sommeil.|9.9|http://www.lilibio.com/huile-essentielle/339-huile-essentielle-bergamote.html|http://www.lilibio.com/img/p/339-458-large.jpg|5.9|0|1 jour|0||0.00|Florame|3516170011380||EUR|0|0|
Aromathérapie>Huiles essentielles|340-399| Huile essentielle Bois de rose BIO   [Florame] Volume - 10 mL|Aniba rosaeodora.Cette huile calme l'anxiété et le stress. Elle est pârfaite pour les soins cosmétique en cas de rides ou bien de cicatrices.|8.9|http://www.lilibio.com/huile-essentielle/340-huile-essentielle-bois-de-rose-bio.html|http://www.lilibio.com/img/p/340-459-large.jpg|5.9|0|1 jour|0||0.00|Florame|3516170012295||EUR|0|0|
Aromathérapie>Huiles essentielles|341-400| Huile essentielle Camomille sauvage BIO   [Florame] Volume - 5 mL|Ormenis multicaulis.Cette huile est très performante dans les cas d'infections et inflammations respiratoires.|22.9|http://www.lilibio.com/huile-essentielle/341-huile-essentielle-camomille-sauvage-bio.html|http://www.lilibio.com/img/p/341-460-large.jpg|5.9|0|1 jour|0||0.00|Florame|3516170009820||EUR|0|0|
Aromathérapie>Huiles essentielles|342-401| Huile essentielle Canelle de ceylan BIO  [Florame] Volume - 5 mL|Cinnamomum verum.Cette huile est indiquée en cas d'infections intestinales et digestives.|15.9|http://www.lilibio.com/huile-essentielle/342-huile-essentielle-canelle-de-ceylan.html|http://www.lilibio.com/img/p/342-461-large.jpg|5.9|0|1 jour|0||0.00|Florame|3516170009837||EUR|0|0|
Aromathérapie>Huiles essentielles|343-402| Huile essentielle Cèdre atlas BIO   [Florame] Volume - 10 mL|Cedrus atlantica.Cette huile est une incontournable anti-inflammatoire, anti-infectieuse et expectorante.Elle est connue aussi pour son action circulatoire.|5.9|http://www.lilibio.com/huile-essentielle/343-huile-essentielle-cedre-atlas-bio.html|http://www.lilibio.com/img/p/343-462-large.jpg|5.9|0|1 jour|0||0.00|Florame|3516170010734||EUR|0|0|
Aromathérapie>Huiles essentielles|344-403| Huile essentielle Citron zeste BIO [Florame] Volume - 10 mL|Citrus limon. Cette huile est sans aucun doute une grande antiseptique atmosphérique. Elle est connue pour traiter les troubles digestifs, nausées et vomissement.|6.5|http://www.lilibio.com/huile-essentielle/344-huile-essentielle-citron-zeste.html|http://www.lilibio.com/img/p/344-463-large.jpg|5.9|0|1 jour|0||0.00|Florame|3516170000056||EUR|0|0|
Aromathérapie>Huiles essentielles|345-404| Huile essentielle Citronelle BIO   [Florame] Volume - 10 mL|Cymbopogon winterianus. Cette huile anti-infectieuse est aussi la plus grande insectifuge.|5.6|http://www.lilibio.com/huile-essentielle/345-huile-essentielle-citronelle-bio.html|http://www.lilibio.com/img/p/345-464-large.jpg|5.9|0|1 jour|0||0.00|Florame|3516170011342||EUR|0|0|
Aromathérapie>Huiles essentielles|346-405| Huile esssentielle Cyprès BIO   [Florame] Volume - 10 mL|Cupressus sempervirens. Cette huile expectorante et aussi connue pour son action décongestionnate sur les veines et vasoconstructrice.|9.5|http://www.lilibio.com/huile-essentielle/346-huile-esssentielle-cypres-bio.html|http://www.lilibio.com/img/p/346-465-large.jpg|5.9|0|1 jour|0||0.00|Florame|3516170003071||EUR|0|0|
Aromathérapie>Huiles essentielles|347-406| Huile essentielle Eucalyptus citronné BIO   [Florame] Volume - 10 mL|Eucalyptus citriodora. cette huile est connue pour son action anti-inflammatoire sur les douleurs articulaires et musculaires.|5.9|http://www.lilibio.com/huile-essentielle/347-huile-essentielle-eucalyptus-citronne-bio.html|http://www.lilibio.com/img/p/347-466-large.jpg|5.9|0|1 jour|0||0.00|Florame|3516170011069||EUR|0|0|
Aromathérapie>Huiles essentielles|348-407| Huile essentielle Eucalyptus globuleux BIO   [Florame] Volume - 10 mL|Eucalyptus globulus. |4.9|http://www.lilibio.com/huile-essentielle/348-huile-essentielle-eucalyptus-globuleux-bio.html|http://www.lilibio.com/img/p/348-467-large.jpg|5.9|0|1 jour|0||0.00|Florame|3516170000094||EUR|0|0|
Aromathérapie>Huiles essentielles|349-408| Huile essentielle Eucalyptus radié BIO   [Florame] Volume - 10 mL|Eucalyptus radiata.|6.9|http://www.lilibio.com/huile-essentielle/349-huile-essentielle-eucalyptus-radie-bio.html|http://www.lilibio.com/img/p/349-468-large.jpg|5.9|0|1 jour|0||0.00|Florame|3516170011052||EUR|0|0|
Aromathérapie>Huiles essentielles|352-411| Huile essentielle Gaulthérie couchée BIO   [Florame] Volume - 10 mL|Gaultheria procumbens.|5.6|http://www.lilibio.com/huile-essentielle/352-gaultherie-couchee-bio.html|http://www.lilibio.com/img/p/352-472-large.jpg|5.9|0|1 jour|0||0.00|Florame|3516170009622||EUR|0|0|
Aromathérapie>Huiles essentielles|353-412| Huile esssentielle Génévrier commun BIO   [Florame] Volume - 10 mL|Juniperus communis.|11.9|http://www.lilibio.com/huile-essentielle/353-genevrier-commun-bio.html|http://www.lilibio.com/img/p/353-473-large.jpg|5.9|0|1 jour|0||0.00|Florame|3516170003019||EUR|0|0|
Aromathérapie>Huiles essentielles|354-413| Huile esssentielle Géranium Bourbon BIO   [Florame] Volume - 5 mL|Pelargonium graveolens.|9.5|http://www.lilibio.com/huile-essentielle/354-geranium-bourbon-bio.html|http://www.lilibio.com/img/p/354-474-large.jpg|5.9|0|1 jour|0||0.00|Florame|3516170009943||EUR|0|0|
Aromathérapie>Huiles essentielles|355-414| Huile esssentielle Giroflier BIO   [Florame] Volume - 10 mL|Eugenia caryophyllus.|7.5|http://www.lilibio.com/huile-essentielle/355-giroflier-bio.html|http://www.lilibio.com/img/p/355-475-large.jpg|5.9|0|1 jour|0||0.00|Florame|3516170001862||EUR|0|0|
Aromathérapie>Huiles essentielles|357-416| Huile esssentielle Laurier noble BIO   [Florame] Volume - 5 mL|Laurus nobilis.|8.5|http://www.lilibio.com/huile-essentielle/357-laurier-noble-bio.html|http://www.lilibio.com/img/p/357-477-large.jpg|5.9|0|1 jour|0||0.00|Florame|3516170009998||EUR|0|0|
Aromathérapie>Huiles essentielles|358-417| Huile esssentielle Lavande aspic BIO   [Florame] Volume - 10 mL|Lavandula latifolia.|9.1|http://www.lilibio.com/huile-essentielle/358-lavande-aspic-bio.html|http://www.lilibio.com/img/p/358-478-large.jpg|5.9|0|1 jour|0||0.00|Florame|3516170001879||EUR|0|0|
Aromathérapie>Huiles essentielles|359-418| Huile esssentielle Lavande fine BIO   [Florame] Volume - 10 mL|Lavandula angustifolia.|11.1|http://www.lilibio.com/huile-essentielle/359-lavande-fine-bio.html|http://www.lilibio.com/img/p/359-479-large.jpg|5.9|0|1 jour|0||0.00|Florame|3516170000131||EUR|0|0|
Aromathérapie>Huiles essentielles|360-419| Huile esssentielle Lavandin BIO   [Florame] Volume - 10 mL|Lavandula hybrida.|4.5|http://www.lilibio.com/huile-essentielle/360-lavandin-bio.html|http://www.lilibio.com/img/p/360-480-large.jpg|5.9|0|1 jour|0||0.00|Florame|3516170000155||EUR|0|0|
Aromathérapie>Huiles essentielles|370-426| Huile esssentielle Lemongrass BIO   [Florame] Volume - 10 mL|Cymbopogon flexuosus.|5.9|http://www.lilibio.com/huile-essentielle/370-lemongrass-bio.html|http://www.lilibio.com/img/p/370-490-large.jpg|5.9|0|1 jour|0||0.00|Florame|3516170011632||EUR|0|0|
Aromathérapie>Huiles essentielles|372-428| Huile esssentielle Marjolaine à coquille BIO   [Florame] Volume - 5 mL|Origanum majorana.|9.9|http://www.lilibio.com/huile-essentielle/372-marjoliane-a-coquille-bio.html|http://www.lilibio.com/img/p/372-492-large.jpg|5.9|0|1 jour|0||0.00|Florame|3516170010017||EUR|0|0|
Aromathérapie>Huiles essentielles|373-429| Huile esssentielle Menthe poivrée BIO   [Florame] Volume - 10 mL|Mentha piperita.|10.9|http://www.lilibio.com/huile-essentielle/373-menthe-poivree-bio.html|http://www.lilibio.com/img/p/373-493-large.jpg|5.9|0|1 jour|0||0.00|Florame|3516170018136||EUR|0|0|
Aromathérapie>Huiles essentielles|374-430| Huile esssentielle Myrte rouge BIO   [Florame] Volume - 10 mL|Myrtus communis.|7.9|http://www.lilibio.com/huile-essentielle/374-myrte-rouge-bio.html|http://www.lilibio.com/img/p/374-494-large.jpg|5.9|0|1 jour|0||0.00|Florame|3516170011410||EUR|0|0|
Aromathérapie>Huiles essentielles|375-431|Huile essentielle Nard BIO Volume - 5 mL|Nardostachys jatamansi.|11.9|http://www.lilibio.com/huile-essentielle/375-nard-bio.html|http://www.lilibio.com/img/p/375-495-large.jpg|5.9|0|1 jour|0||0.00||3516170010215||EUR|0|0|
Aromathérapie>Huiles essentielles|376-432|Huile esssentielle Niaouli BIO   [Florame] Volume - 10 mL|Melaleuca viridiflora.|5.9|http://www.lilibio.com/huile-essentielle/376-niaouli-bio.html|http://www.lilibio.com/img/p/376-496-large.jpg|5.9|0|1 jour|0||0.00|Florame|3516170011076||EUR|0|0|
Aromathérapie>Huiles essentielles|377-433| Huile esssentielle Orange amère ou Petit grain bigaradier BIO   [Florame] Volume - 10 mL|Citrus aurantium amara.|5.9|http://www.lilibio.com/huile-essentielle/377-orange-amere-ou-petit-grain-bigaradier-bio.html|http://www.lilibio.com/img/p/377-497-large.jpg|5.9|0|1 jour|0||0.00|Florame|3516170003132||EUR|0|0|
Aromathérapie>Huiles essentielles|378-434| Huile esssentielle Orange douce BIO   [Florame] Volume - 10 mL|Citrus sinensis ou citrus aurantium dulcis.|4.9|http://www.lilibio.com/huile-essentielle/378-orange-douce-bio.html|http://www.lilibio.com/img/p/378-498-large.jpg|5.9|0|1 jour|0||0.00|Florame|3516170011496||EUR|0|0|
Aromathérapie>Huiles essentielles|381-435| Huile esssentielle Palmarosa BIO   [Florame] Volume - 10 mL|Cymbopogon martinii.|5.9|http://www.lilibio.com/huile-essentielle/381-palmarosa-bio.html|http://www.lilibio.com/img/p/381-501-large.jpg|5.9|0|1 jour|0||0.00|Florame|3516170011427||EUR|0|0|
Aromathérapie>Huiles essentielles|382-436| Huile esssentielle Pamplemousse zeste BIO   [Florame] Volume - 10 mL|Citrus paradisii.|10.5|http://www.lilibio.com/huile-essentielle/382-pamplemousse-zeste-bio.html|http://www.lilibio.com/img/p/382-502-large.jpg|5.9|0|1 jour|0||0.00|Florame|3516170012110||EUR|0|0|
Aromathérapie>Huiles essentielles|384-438| Huile esssentielle Pin sylvestre BIO   [Florame] Volume - 10 mL|Pinus sylvestris.|6.9|http://www.lilibio.com/huile-essentielle/384-pin-sylvestre-bio.html|http://www.lilibio.com/img/p/384-504-large.jpg|5.9|0|1 jour|0||0.00|Florame|3516170001916|8.9|EUR|0|1|
Aromathérapie>Huiles essentielles|385-439| Huile esssentielle Ravensare BIO   [Florame] Volume - 10 mL|Ravensara aromatica.|8.9|http://www.lilibio.com/huile-essentielle/385-ravensare-bio.html|http://www.lilibio.com/img/p/385-505-large.jpg|5.9|0|1 jour|0||0.00|Florame|3516170001756||EUR|0|0|
Aromathérapie>Huiles essentielles|386-440| Huile esssentielle Ravintsara BIO   [Florame] Volume - 10 mL|Cinnamomum camphora.|8.9|http://www.lilibio.com/huile-essentielle/386-ravintsara-bio.html|http://www.lilibio.com/img/p/386-506-large.jpg|5.9|0|1 jour|0||0.00|Florame|3516170003347||EUR|0|0|
Aromathérapie>Huiles essentielles|387-441| Huile esssentielle Sapin de Sibérie BIO   [Florame] Volume - 10 mL|Abies sibrica. Respiratoire.|7.9|http://www.lilibio.com/huile-essentielle/387-sapin-de-siberie-bio.html|http://www.lilibio.com/img/p/387-507-large.jpg|5.9|0|1 jour|0||0.00|Florame|3516170016828||EUR|0|0|
Aromathérapie>Huiles essentielles|388-442| Huile esssentielle Saro BIO   [Florame] Volume - 10 mL|Cinnamosma fragans.|8.9|http://www.lilibio.com/huile-essentielle/388-saro-bio.html|http://www.lilibio.com/img/p/388-508-large.jpg|5.9|0|1 jour|0||0.00|Florame|3516170014909||EUR|0|0|
Aromathérapie>Huiles essentielles|389-443| Huile esssentielle Sauge sclarée BIO   [Florame] Volume - 5 mL|Salvia sclarea.|9.9|http://www.lilibio.com/huile-essentielle/389-sauge-sclaree-bio.html|http://www.lilibio.com/img/p/389-509-large.jpg|5.9|0|1 jour|0||0.00|Florame|3516170010123||EUR|0|0|
Aromathérapie>Huiles essentielles|390-444| Huile esssentielle Tea tree BIO (Arbre à thé)   [Florame] Volume - 10 mL|Melaleuca alternifolia.|7.5|http://www.lilibio.com/huile-essentielle/390-tea-tree-bio-arbre-a-the.html|http://www.lilibio.com/img/p/390-510-large.jpg|5.9|0|1 jour|0||0.00|Florame|3516170011434||EUR|0|0|
Aromathérapie>Huiles essentielles|391-445| Huile esssentielle Thym blanc BIO   [Florame] Volume - 10 mL|Thymus satureoides.|9.9|http://www.lilibio.com/huile-essentielle/391-thym-blanc-bio.html|http://www.lilibio.com/img/p/391-511-large.jpg|5.9|0|1 jour|0||0.00|Florame|3516170001923||EUR|0|0|
Aromathérapie>Huiles essentielles|392-446| Huile esssentielle Verveine yunnan BIO   [Florame] Volume - 10 mL|Litsea cubeba ou listée.|5.1|http://www.lilibio.com/huile-essentielle/392-verveine-yunnan-bio.html|http://www.lilibio.com/img/p/392-512-large.jpg|5.9|0|1 jour|0||0.00|Florame|3516170010529||EUR|0|0|
Aromathérapie>Huiles essentielles|393-447| Huile esssentielle Ylang Ylang BIO   [Florame] Volume - 10 mL|Cananga odorata.|10.9|http://www.lilibio.com/huile-essentielle/393-ylang-ylang-bio.html|http://www.lilibio.com/img/p/393-513-large.jpg|5.9|0|1 jour|0||0.00|Florame|3516170001190||EUR|0|0|
Aromathérapie>Huiles essentielles|606-645| Huile esssentielle Mandarine BIO   [Florame] Volume - 10 mL|Citrus reticulata blanco.|8.9|http://www.lilibio.com/huile-essentielle/606-mandarine-bio.html|http://www.lilibio.com/img/p/606-744-large.jpg|5.9|0|1 jour|0||0.00|Florame|3516170015951||EUR|0|0|
Aromathérapie>Huiles essentielles|846-931| Huile esssentielle Romarin camphré BIO   [Florame] Volume - 10 mL|Rosmarinus officinalis.|6.7|http://www.lilibio.com/huile-essentielle/846-romarin-camphre-bio.html|http://www.lilibio.com/img/p/846-1094-large.jpg|5.9|0|1 jour|0||0.00|Florame|3516170011649||EUR|0|0|
Aromathérapie>Huiles essentielles|849-935| Huile esssentielle Patchouli BIO   [Florame] Volume - 10 mL|Pogostemon Cablin.|10.9|http://www.lilibio.com/huile-essentielle/849-patchouli-bio.html|http://www.lilibio.com/img/p/849-1097-large.jpg|5.9|0|1 jour|0||0.00|Florame|3516170002845||EUR|0|0|
Aromathérapie>Composition d'huile essentielle à diffuser|322-384| Composition anti-tabac   [Florame] Volume - 10 mL|Neutralisez les odeurs de tabac dans toute la maison.|6.9|http://www.lilibio.com/composition-a-diffuser/322-composition-anti-tabac.html|http://www.lilibio.com/img/p/322-443-large.jpg|5.9|0|1 jour|0||0.00|Florame|3516170000032||EUR|0|0|
Aromathérapie>Composition d'huile essentielle à diffuser|323-385| Composition Eden   [Florame] Volume - 10 mL|Decouvrez la composition Eden, idéale pour la détente et méditation...|6.9|http://www.lilibio.com/composition-a-diffuser/323-composition-eden.html|http://www.lilibio.com/img/p/323-444-large.jpg|5.9|0|1 jour|0||0.00|Florame|3516170000070||EUR|0|0|
Aromathérapie>Composition d'huile essentielle à diffuser|324-386| Composition Freshtonic   [Florame] Volume - 10 mL|Cette composition vous apportera du pétillante et la fraîcheur des agrumes dans vos pièces...|6.9|http://www.lilibio.com/composition-a-diffuser/324-composition-freshtonic.html|http://www.lilibio.com/img/p/324-445-large.jpg|5.9|0|1 jour|0||0.00|Florame|3516170000117||EUR|0|0|
Aromathérapie>Composition d'huile essentielle à diffuser|325-387| Composition Orientale   [Florame] Volume - 10 mL|Un air d'Orient rentre chez vous... Laissez vous seduire par les notes épicées et boisées.|6.9|http://www.lilibio.com/composition-a-diffuser/325-composition-orientale.html|http://www.lilibio.com/img/p/325-446-large.jpg|5.9|0|1 jour|0||0.00|Florame|3516170000193||EUR|0|0|
Aromathérapie>Composition d'huile essentielle à diffuser|326-388| Composition Provence   [Florame] Volume - 10 mL|Des souvenirs de thym et de guarrigue vous envahissent...Decouvrez la composition du sud.|6.9|http://www.lilibio.com/composition-a-diffuser/326-composition-provence.html|http://www.lilibio.com/img/p/326-447-large.jpg|5.9|0|1 jour|0||0.00|Florame|3516170000230||EUR|0|0|
Aromathérapie>Composition d'huile essentielle à diffuser|327-389| Composition Relax   [Florame] Volume - 10 mL|Detendez-vous et laissez les bienfaits des huiles essentielles agir sur vous....|6.9|http://www.lilibio.com/composition-a-diffuser/327-composition-relax.html|http://www.lilibio.com/img/p/327-448-large.jpg|5.9|0|1 jour|0||0.00|Florame|3516170000254||EUR|0|0|
