product_url;designation;price;category;image_url;description;merchand_id;manufacturer_id;shipping_cost;in_stock;stock_detail;condition;upc_ean;product_type;ISBN;brand
http://www.lilibio.com/creme-hydratante/878-soin-leger-rehydratant-.html;Soin léger réhydratant à l'Eau thermale de Jonzac Volume - 50 mL;11.9;Visage>Soin hydratant;http://www.lilibio.com/img/p/878-1135-large.jpg;Soin léger réhydratant pour les peaux déshydratées et sensibles, à l'Eau Thermale de Jonzac.;878-964;;5.9;Y;3;0;3517360001389;1;;
http://www.lilibio.com/creme-nourrissante/149-huile-precieuse-d-argan.html;Huile précieuse d'Argan Volume - 50 mL;31.9;Visage>Soin nourrissant;http://www.lilibio.com/img/p/149-241-large.jpg;Concentré d'huile d'argan enrichie en actif anti-pollution et vitamine E.;149-202;;5.9;Y;3;0;3760087901566;1;;
http://www.lilibio.com/creme-nourrissante/205-creme-de-jour-au-karite-bio.html;Crème de jour au Karité  Volume - 50 mL;9.9;Visage>Soin nourrissant;http://www.lilibio.com/img/p/205-306-large.jpg;Pour les peaux agréssées et désséchées.;205-261;;5.9;Y;1;0;;1;;
http://www.lilibio.com/creme-nourrissante/214-creme-hydratation-intense-anti-rides-bio.html;Crème hydratation intense Anti-rides Lift'argan Volume - 50 mL;22.9;Visage>Soin nourrissant;http://www.lilibio.com/img/p/214-315-large.jpg;Texture ultra réconfortante pour les peaux sèches.;214-270;;5.9;Y;3;0;3517360014273;1;;
http://www.lilibio.com/creme-nourrissante/235-creme-nutritive-onctueuse-peaux-seches.html;Crème nutritive onctueuse Dermastress Volume - 30 mL;21.9;Visage>Soin nourrissant;http://www.lilibio.com/img/p/235-338-large.jpg;Soin quotidien et relipidiant des peaux sèches.;235-290;;5.9;Y;3;0;3516170016927;1;;
http://www.lilibio.com/creme-nourrissante/250-creme-visage-reparatrice.html;Crème visage réparatrice Nutrition intense Volume - 50 mL;17.9;Visage>Soin nourrissant;http://www.lilibio.com/img/p/250-353-large.jpg;Soin des peaux sèches et agréssées.;250-305;;5.9;Y;6;0;3516170018419;1;;
http://www.lilibio.com/creme-nourrissante/419-creme-de-jour-nourrissante-a-l-aloe-vera.html;Crème de jour nourrissante à l'aloé vera Volume - 50 mL;23.9;Visage>Soin nourrissant;http://www.lilibio.com/img/p/419-539-large.jpg;Le soin des peaux délipidées.;419-463;;5.9;Y;3;0;3760101450049;1;;
http://www.lilibio.com/creme-nourrissante/434-huile-confort-a-l-amande.html;Huile confort à l'amande Volume - 50 mL;12.7;Visage>Soin nourrissant;http://www.lilibio.com/img/p/434-554-large.jpg;Soin intensif apaisant.;434-477;;5.9;Y;6;0;3596209532642;1;;
http://www.lilibio.com/creme-nourrissante/470-cold-cream.html;Cold cream Volume - 30 mL;7.1;Visage>Soin nourrissant;http://www.lilibio.com/img/p/470-592-large.jpg;Soin grand froid pour peaux sèches à très sèches.;470-511;;5.9;Y;9;0;3596209530280;1;;
http://www.lilibio.com/creme-nourrissante/471-creme-medicinale.html;Crème médicinale Volume - 30 mL;7.1;Visage>Soin nourrissant;http://www.lilibio.com/img/p/471-593-large.jpg;Soin répérateur des peaux agréssées ou exposées.;471-512;;5.9;Y;7;0;3596206191804;1;;
http://www.lilibio.com/creme-nourrissante/496-creme-au-calendula.html;Crème au calendula Volume - 75 mL;7.1;Visage>Soin nourrissant;http://www.lilibio.com/img/p/496-621-large.jpg;Nourrit et protège.;496-538;;5.9;Y;3;0;3596206332825;1;;
http://www.lilibio.com/creme-nourrissante/683-creme-riche.html;Crème riche Volume - 50 mL;22.9;Visage>Soin nourrissant;http://www.lilibio.com/img/p/683-829-large.jpg; Onagre, bourrache, karité - Hydra protectrice des peaux sèches.;683-708;;5.9;Y;4;0;3284410013561;1;;
http://www.lilibio.com/creme-nourrissante/701-creme-universelle.html;Crème universelle Volume - 150 mL;14.9;Visage>Soin nourrissant;http://www.lilibio.com/img/p/701-846-large.jpg; miel - karité - sésame -                         Pour toute la famille et à tout moments.;701-716;;5.9;Y;5;0;3284410019556;1;;
http://www.lilibio.com/creme-nourrissante/734-creme-hydratant-apicosma.html;Crème hydratante Apicosma Volume - 50 mL;15.9;Visage>Soin nourrissant;http://www.lilibio.com/img/p/734-882-large.jpg; Gelée royale, châtaigne -                         Peaux sèches et délipidées.;734-751;;5.9;Y;4;0;3284410013448;1;;
http://www.lilibio.com/creme-nourrissante/737-creme-nutritive-apicosma.html;Crème nutritive Apicosma Volume - 50 mL;15.9;Visage>Soin nourrissant;http://www.lilibio.com/img/p/737-885-large.jpg; Miel, acide hyaluronique - Anti-rides des peaux très sèches.;737-754;;5.9;Y;3;0;3284410013462;1;;
http://www.lilibio.com/creme-nourrissante/784-flamenca.html;Flamenca Volume - 15 mL;25.8;Visage>Soin nourrissant;http://www.lilibio.com/img/p/784-933-large.jpg;Fluide de jour réconfortant, peaux sèches et sensibles;784-801;;5.9;Y;3;0;3555960000258;1;;
http://www.lilibio.com/contour-des-yeux/20-lia.html;Lia Volume - 15 mL;62.9;Visage>Contour des yeux;http://www.lilibio.com/img/p/20-63-large.jpg;Fluide divin yeux et lèvres, protège et régénère.;20-380;;5.9;Y;2;0;;1;;
http://www.lilibio.com/contour-des-yeux/49-eclat-de-rose.html;Eclat de rose Volume - 15 mL;13.9;Visage>Contour des yeux;http://www.lilibio.com/img/p/49-88-large.jpg;Concentré regardUn contour des yeux anti-âge, anti-cernes et anti-poches qui illumine le regard.;49-82;;5.9;Y;1;0;;1;;
http://www.lilibio.com/contour-des-yeux/169-contour-des-yeux-lift-argan.html;Contour des yeux Lift'Argan Volume - 15 mL;21.9;Visage>Contour des yeux;http://www.lilibio.com/img/p/169-268-large.jpg;Soin complet, anti-rides, anti-poches et anti-cernes;169-222;;5.9;Y;5;0;;1;;
http://www.lilibio.com/contour-des-yeux/236-contour-yeux-delicats.html;Contour des yeux délicats Dermastress Volume - 15 mL;22.5;Visage>Contour des yeux;http://www.lilibio.com/img/p/236-339-large.jpg;Soin gel complet, anti cernes, anti poches et anti rides.;236-291;;5.9;Y;7;0;3516170016934;1;;
http://www.lilibio.com/contour-des-yeux/449-baume-contour-des-yeux.html;Baume contour des yeux anti-rides liftant Volume - 15 mL;12.9;Visage>Contour des yeux;http://www.lilibio.com/img/p/449-569-large.jpg;Effet tenseur immédiat. Regard éclatant.;449-490;;5.9;Y;4;0;3578830147891;1;;
http://www.lilibio.com/contour-des-yeux/450-gel-contour-des-yeux-anti-cernes.html;Gel contour des yeux anti-cernes Volume - 15 mL;12.9;Visage>Contour des yeux;http://www.lilibio.com/img/p/450-570-large.jpg;Gel frais et apaisant.;450-491;;5.9;Y;1;0;3578830147907;1;;
